Titre,Démarrage,Entrées totales,Réalisateur,moyenne_fr_realisateur,Pays,Genre,Date de sortie,Classification,Distributeur,Nb 1ère places hebdo,Nb semaines Top20,Meilleure place hebdo,Acteur principal,Acteur secondaire,film_id,realisateur_id,rang,titre_vo,annee,entrees,salles,moy_salle,part_marche,affiche,acteurs,moyennes_individuelles_acteurs,max_moyenne,moyennebestactors
time out,441450.0,1099016,Andrew Niccol,601815.0,Etats-Unis,Science Fiction,2011-11-23,Tous publics,20th Century Fox,0,6,3.0,Justin Timberlake,Cillian Murphy,12327,721.0,1049,In Time,2011,441450,321,1375,40  %,cinema/images/posters/12327-20110929100937.jpg,"[{'id': '945', 'name': 'Justin Timberlake', 'role': 'Rôle principal', 'character': 'Will Salas'}, {'id': '1020', 'name': 'Cillian Murphy', 'role': 'Second rôle', 'character': 'Raymond Leon'}]","[{'name': 'Justin Timberlake', 'moyenne': 497985}, {'name': 'Cillian Murphy', 'moyenne': 1146354}]",1146354.0,822169.5
o'brother,442253.0,1499393,Joel Coen,699223.0,Etats-Unis,Comédie,2000-08-30,Tous publics,Bac Films,0,8,2.0,George Clooney,Holly Hunter,2426,178.0,1048,"O' Brother, Where Art Thou?",2000,442253,371,1192,30  %,cinema/images/posters/obrother.jpg,"[{'id': '86', 'name': 'George Clooney', 'role': 'Rôle principal', 'character': 'Ulysses Everett McGill'}, {'id': '659', 'name': 'Holly Hunter', 'role': 'Second rôle', 'character': 'Penny Wharvey'}]","[{'name': 'George Clooney', 'moyenne': 965655}, {'name': 'Holly Hunter', 'moyenne': 504425}]",965655.0,735040.0
les incognitos,442565.0,1130584,,,Etats-Unis,Animation,2019-12-25,Tous publics,20th Century Fox,0,7,4.0,,,18695,,1047,,2019,442565,544,814,39  %,cinema/images/posters/18695-20191209075106-0.jpg,"[{'id': '1010', 'name': 'Tom Holland', 'role': 'Voix-off', 'character': ''}, {'id': '366', 'name': 'Will Smith', 'role': 'Voix-off', 'character': 'Lance Sterling'}]","[{'name': 'Tom Holland', 'moyenne': 2643533}, {'name': 'Will Smith', 'moyenne': 1839970}]",2643533.0,2241751.5
the patriot - le chemin de la liberté,442823.0,1160975,Roland Emmerich,1768802.0,Etats-Unis,Aventure - Action,2000-07-12,Tous publics,Columbia,0,7,2.0,"Mel Gibson, Heath Ledger",,2431,299.0,1045,The Patriot,2000,442823,591,749,38  %,cinema/images/posters/patriot.jpg,"[{'id': '254', 'name': 'Mel Gibson', 'role': 'Rôle principal', 'character': 'Benjamin Martin'}, {'id': '162', 'name': 'Heath Ledger', 'role': 'Rôle principal', 'character': 'Gabriel Martin'}]","[{'name': 'Mel Gibson', 'moyenne': 1222652}, {'name': 'Heath Ledger', 'moyenne': 695948}]",1222652.0,959300.0
lolo,443169.0,906840,,,France,Comédie,2015-10-28,Tous publics,Mars Distribution,0,5,3.0,"Dany Boon, Vincent Lacoste, Karin Viard",,15485,,1043,,2015,443169,506,876,49  %,cinema/images/posters/15485-20151024014646-4.jpg,"[{'id': '534', 'name': 'Dany Boon', 'role': 'Rôle principal', 'character': 'Jean-René'}, {'id': '866', 'name': 'Vincent Lacoste', 'role': 'Rôle principal', 'character': 'Lolo'}, {'id': '230', 'name': 'Karin Viard', 'role': 'Rôle principal', 'character': 'Ariane'}, {'id': '550', 'name': 'Ramzy Bedia', 'role': 'Apparition', 'character': ""L'homme à l'Austin Martin""}]","[{'name': 'Dany Boon', 'moyenne': 2401746}, {'name': 'Vincent Lacoste', 'moyenne': 603666}, {'name': 'Karin Viard', 'moyenne': 684402}, {'name': 'Ramzy Bedia', 'moyenne': 980380}]",2401746.0,1355509.3333333333
sin city,430479.0,1261533,Robert Rodriguez,554436.0,Etats-Unis,Comicbook,2005-06-01,Moins de 12 ans,Pan-Européenne,0,6,2.0,"Bruce Willis, Benicio Del Toro, Jessica Alba, Clive Owen","Mickey Rourke, Josh Hartnett",735,307.0,1080,Sin City,2005,430479,521,826,34  %,cinema/images/posters/sincity.jpg,"[{'id': '67', 'name': 'Bruce Willis', 'role': 'Rôle principal', 'character': 'Hartigan'}, {'id': '41', 'name': 'Benicio Del Toro', 'role': 'Rôle principal', 'character': 'Jackie Boy'}, {'id': '168', 'name': 'Jessica Alba', 'role': 'Rôle principal', 'character': 'Nancy Callahan'}, {'id': '92', 'name': 'Clive Owen', 'role': 'Rôle principal', 'character': 'Dwight'}, {'id': '573', 'name': 'Mickey Rourke', 'role': 'Second rôle', 'character': 'Marv'}, {'id': '193', 'name': 'Josh Hartnett', 'role': 'Second rôle', 'character': ""l'homme""}]","[{'name': 'Bruce Willis', 'moyenne': 1133115}, {'name': 'Benicio Del Toro', 'moyenne': 786290}, {'name': 'Jessica Alba', 'moyenne': 594956}, {'name': 'Clive Owen', 'moyenne': 636984}, {'name': 'Mickey Rourke', 'moyenne': 486286}, {'name': 'Josh Hartnett', 'moyenne': 756547}]",1133115.0,891984.0
azur et asmar,430753.0,1773341,Michel Ocelot,990255.0,France,Animation,2006-10-25,Tous publics,Diaphana,0,8,2.0,,,344,401.0,1078,Azur et Asmar,2006,430753,551,782,24  %,cinema/images/posters/azurasmar.jpg,"[{'id': '928', 'name': 'Patrick Timsit', 'role': 'Voix-off', 'character': 'Crapoux'}]","[{'name': 'Patrick Timsit', 'moyenne': 1003005}]",1003005.0,1003005.0
tu veux ou tu veux pas,431620.0,1059794,Tonie Marshall,483914.0,France,Comédie,2014-10-01,Tous publics,Warner Bros.,1,5,1.0,"Patrick Bruel, Sophie Marceau",,14154,537.0,1076,Tu veux ou tu veux pas (The Missionaries),2014,431620,428,1008,41  %,cinema/images/posters/14154-20140826074529-1.jpg,"[{'id': '649', 'name': 'Patrick Bruel', 'role': 'Rôle principal', 'character': 'Lambert Levallois'}, {'id': '324', 'name': 'Sophie Marceau', 'role': 'Rôle principal', 'character': 'Judith Chabrier'}]","[{'name': 'Patrick Bruel', 'moyenne': 1044151}, {'name': 'Sophie Marceau', 'moyenne': 1103195}]",1103195.0,1073673.0
les schtroumpfs et le village perdu,431955.0,1798262,,,Etats-Unis,Animation,2017-04-05,Tous publics,Sony Pictures,0,10,3.0,,,13789,,1075,,2017,431955,589,733,24  %,cinema/images/posters/13789-20170330092552-2.jpg,"[{'id': '212', 'name': 'Julia Roberts', 'role': 'Voix-off', 'character': 'Schtroumpf Willow'}]","[{'name': 'Julia Roberts', 'moyenne': 1115041}]",1115041.0,1115041.0
neuilly sa mère !,432722.0,2517140,,,France,Comédie,2009-08-12,Tous publics,TFM Distribution,0,12,2.0,Denis Podalydès,"Josiane Balasko, Ramzy Bedia, François-Xavier Demaison, Valérie Lemercier",10874,,1074,,2009,432722,389,1112,17  %,cinema/images/posters/10874-20090703080720.jpg,"[{'id': '818', 'name': 'Denis Podalydès', 'role': 'Rôle principal', 'character': 'Stanislas'}, {'id': '171', 'name': 'Josiane Balasko', 'role': 'Second rôle', 'character': 'La directrice du collège'}, {'id': '550', 'name': 'Ramzy Bedia', 'role': 'Second rôle', 'character': ''}, {'id': '713', 'name': 'François-Xavier Demaison', 'role': 'Second rôle', 'character': 'Père Dinaro'}, {'id': '497', 'name': 'Valérie Lemercier', 'role': 'Second rôle', 'character': 'La mère de Charles'}, {'id': '716', 'name': 'Michel Galabru', 'role': 'Apparition', 'character': ''}, {'id': '594', 'name': 'Elie Semoun', 'role': 'Apparition', 'character': 'Le huissier'}]","[{'name': 'Denis Podalydès', 'moyenne': 489900}, {'name': 'Josiane Balasko', 'moyenne': 955503}, {'name': 'Ramzy Bedia', 'moyenne': 980380}, {'name': 'François-Xavier Demaison', 'moyenne': 819033}, {'name': 'Valérie Lemercier', 'moyenne': 1499262}, {'name': 'Michel Galabru', 'moyenne': 1773396}, {'name': 'Elie Semoun', 'moyenne': 1189006}]",1773396.0,1487221.3333333333
star trek into darkness,433073.0,879931,J.J. Abrams,3591013.0,Etats-Unis,Science Fiction,2013-06-12,Tous publics,Paramount,1,5,1.0,"Chris Pine, Benedict Cumberbatch",Simon Pegg,11132,575.0,1073,Star Trek Into Darkness,2013,433073,610,710,49  %,cinema/images/posters/11132-20130414120443.jpg,"[{'id': '820', 'name': 'Chris Pine', 'role': 'Rôle principal', 'character': 'James T. Kirk'}, {'id': '843', 'name': 'Benedict Cumberbatch', 'role': 'Rôle principal', 'character': 'John Harrison'}, {'id': '608', 'name': 'Simon Pegg', 'role': 'Second rôle', 'character': ""Montgomery 'Scotty' Scott""}]","[{'name': 'Chris Pine', 'moyenne': 489195}, {'name': 'Benedict Cumberbatch', 'moyenne': 1605997}, {'name': 'Simon Pegg', 'moyenne': 842401}]",1605997.0,979197.6666666666
planes,433188.0,1674843,,,Etats-Unis,Animation,2013-10-09,Tous publics,Walt Disney Pictures,1,6,1.0,,,13195,,1072,,2013,433188,500,866,26  %,cinema/images/posters/13195-20130620100617.jpg,"[{'id': '352', 'name': 'Val Kilmer', 'role': 'Voix-off', 'character': 'Echo'}]","[{'name': 'Val Kilmer', 'moyenne': 763045}]",763045.0,763045.0
paddington 2,420344.0,1873918,,,Grande-Bretagne,Film familial,2017-12-06,Tous publics,Studiocanal,0,7,3.0,,"Brendan Gleeson, Hugh Grant",17106,,1111,,2017,420344,631,666,22  %,cinema/images/posters/17106-20171117062949-3.jpg,"[{'id': '910', 'name': 'Brendan Gleeson', 'role': 'Second rôle', 'character': 'Knuckles McGinty'}, {'id': '159', 'name': 'Hugh Grant', 'role': 'Second rôle', 'character': 'Phoenix Buchanan'}]","[{'name': 'Brendan Gleeson', 'moyenne': 1178490}, {'name': 'Hugh Grant', 'moyenne': 983715}]",1178490.0,1081102.5
rebelles,422241.0,925503,,,France,Comédie,2019-03-13,Tous publics,Le Pacte,0,5,2.0,"Cécile De France, Yolande Moreau",,18932,,1106,,2019,422241,388,1088,46  %,cinema/images/posters/18932-20190303011742-0.jpg,"[{'id': '75', 'name': 'Cécile De France', 'role': 'Rôle principal', 'character': 'Sandra'}, {'id': '852', 'name': 'Yolande Moreau', 'role': 'Rôle principal', 'character': 'Nadine'}]","[{'name': 'Cécile De France', 'moyenne': 644071}, {'name': 'Yolande Moreau', 'moyenne': 869413}]",869413.0,756742.0
the dictator,411656.0,877450,,,Etats-Unis,Comédie,2012-06-20,Tous publics,20th Century Fox,0,5,3.0,"Sacha Baron Cohen, Anna Faris",,12419,,1141,,2012,411656,336,1225,47  %,cinema/images/posters/12419-20120514090556.jpg,"[{'id': '593', 'name': 'Sacha Baron Cohen', 'role': 'Rôle principal', 'character': 'Le général Aladeen'}, {'id': '972', 'name': 'Anna Faris', 'role': 'Rôle principal', 'character': 'Zoey'}, {'id': '490', 'name': 'Gad Elmaleh', 'role': 'Apparition', 'character': 'Manifestant au Wadiya'}, {'id': '125', 'name': 'Edward Norton', 'role': 'Apparition', 'character': 'Lui-même'}, {'id': '811', 'name': 'John C. Reilly', 'role': 'Apparition', 'character': 'Clayton'}]","[{'name': 'Sacha Baron Cohen', 'moyenne': 668612}, {'name': 'Anna Faris', 'moyenne': 853912}, {'name': 'Gad Elmaleh', 'moyenne': 1513226}, {'name': 'Edward Norton', 'moyenne': 668130}, {'name': 'John C. Reilly', 'moyenne': 471670}]",1513226.0,1011916.6666666666
birds of prey et la fabuleuse histoire de harley quinn,412178.0,1047460,,,Etats-Unis,Comicbook,2020-02-05,Moins de 12 ans,Warner Bros.,0,5,2.0,Margot Robbie,Ewan McGregor,18940,,1140,,2020,412178,593,695,39  %,cinema/images/posters/18940-20190921092213-0.jpg,"[{'id': '1013', 'name': 'Margot Robbie', 'role': 'Rôle principal', 'character': 'Harley Quinn'}, {'id': '123', 'name': 'Ewan McGregor', 'role': 'Second rôle', 'character': 'Roman Sionis / Black Mask'}]","[{'name': 'Margot Robbie', 'moyenne': 1286424}, {'name': 'Ewan McGregor', 'moyenne': 841258}]",1286424.0,1063841.0
le brio,412414.0,1114497,Yvan Attal,480969.0,France,Comédie,2017-11-22,Tous publics,Pathé,0,5,2.0,Daniel Auteuil,,17441,944.0,1139,Le Brio,2017,412414,407,1013,37  %,cinema/images/posters/17441-20171117111715-0.jpg,"[{'id': '32', 'name': 'Daniel Auteuil', 'role': 'Rôle principal', 'character': 'Le Professeur Pierre Mazard'}]","[{'name': 'Daniel Auteuil', 'moyenne': 1006810}]",1006810.0,1006810.0
epic : la bataille du royaume secret,413571.0,1211919,Chris Wedge,1373839.0,Etats-Unis,Animation,2013-05-22,Tous publics,20th Century Fox,0,7,2.0,,,13068,896.0,1136,Epic,2013,413571,629,658,34  %,cinema/images/posters/13068-20130323110336.jpg,"[{'id': '78', 'name': 'Colin Farrell', 'role': 'Voix-off', 'character': 'Ronin'}, {'id': '629', 'name': 'Mélanie Laurent', 'role': 'Voix-off', 'character': 'Mary Katherine'}, {'id': '775', 'name': 'Jérémy Renier', 'role': 'Voix-off', 'character': 'Nod (VF)'}, {'id': '845', 'name': 'Christoph Waltz', 'role': 'Voix-off', 'character': 'Mandrake'}]","[{'name': 'Colin Farrell', 'moyenne': 647831}, {'name': 'Mélanie Laurent', 'moyenne': 737378}, {'name': 'Jérémy Renier', 'moyenne': 391891}, {'name': 'Christoph Waltz', 'moyenne': 1411275}]",1411275.0,932161.3333333334
halloween (2018),413854.0,843769,,,Etats-Unis,Horreur,2018-10-24,Moins de 12 ans,Universal,0,4,5.0,Jamie Lee Curtis,,18191,,1133,,2018,413854,308,1344,49  %,cinema/images/posters/18191-20181014102103-0.jpg,"[{'id': '196', 'name': 'Jamie Lee Curtis', 'role': 'Rôle principal', 'character': 'Laurie Strode'}]","[{'name': 'Jamie Lee Curtis', 'moyenne': 524013}]",524013.0,524013.0
"blueberry, l'expérience interdite",413940.0,765897,Jan Kounen,416197.0,France,Western,2004-02-11,Tous publics,UFD,0,3,4.0,Vincent Cassel,,1107,416.0,1132,"Blueberry, l'expérience interdite",2004,413940,501,826,54  %,cinema/images/posters/blueberry.jpg,"[{'id': '349', 'name': 'Vincent Cassel', 'role': 'Rôle principal', 'character': ''}]","[{'name': 'Vincent Cassel', 'moyenne': 940708}]",940708.0,940708.0
marie-antoinette,403555.0,1223207,Sofia Coppola,665449.0,Etats-Unis,Drame,2006-05-24,Tous publics,Pathé,0,7,4.0,Kirsten Dunst,,356,678.0,1171,Marie-Antoinette,2006,403555,312,1293,33  %,cinema/images/posters/marieantoinette.jpg,"[{'id': '220', 'name': 'Kirsten Dunst', 'role': 'Rôle principal', 'character': 'Marie-Antoinette'}, {'id': '630', 'name': 'Mathieu Amalric', 'role': 'Apparition', 'character': ""L'homme au bal masqué""}, {'id': '821', 'name': 'Tom Hardy', 'role': 'Apparition', 'character': ''}]","[{'name': 'Kirsten Dunst', 'moyenne': 1043456}, {'name': 'Mathieu Amalric', 'moyenne': 468160}, {'name': 'Tom Hardy', 'moyenne': 1110186}]",1110186.0,873934.0
halal police d'etat,403883.0,793296,,,France,Comédie,2011-02-16,Tous publics,EuropaCorp,0,4,6.0,"Ramzy Bedia, Eric Judor",,11667,,1169,,2011,403883,400,1010,51  %,cinema/images/posters/11667-20110101070101.jpg,"[{'id': '550', 'name': 'Ramzy Bedia', 'role': 'Rôle principal', 'character': 'Nerh-Nerh'}, {'id': '549', 'name': 'Eric Judor', 'role': 'Rôle principal', 'character': 'Le Kabyle'}]","[{'name': 'Ramzy Bedia', 'moyenne': 980380}, {'name': 'Eric Judor', 'moyenne': 1024553}]",1024553.0,1002466.5
amis publics,404366.0,758693,,,France,Comédie,2016-02-17,Tous publics,La Belle Company,0,3,4.0,"Kev Adams, Vincent Elbaz",,15611,,1168,,2016,404366,525,770,53  %,cinema/images/posters/15611-20160214112839.jpg,"[{'id': '862', 'name': 'Kev Adams', 'role': 'Rôle principal', 'character': 'Léo'}, {'id': '351', 'name': 'Vincent Elbaz', 'role': 'Rôle principal', 'character': 'Bartoloméo'}]","[{'name': 'Kev Adams', 'moyenne': 1422375}, {'name': 'Vincent Elbaz', 'moyenne': 647227}]",1422375.0,1034801.0
le robot sauvage,395356.0,1812999,,,Etats-Unis,Animation,2024-10-09,Tous publics,Universal,1,8,1.0,,,23898,,1196,,2024,395356,673,587,22  %,cinema/images/posters/A-2024-23898-20240928114939.jpg,,,,
resident evil : afterlife 3d,404807.0,911560,Paul W.S. Anderson,599108.0,Etats-Unis,Aventure - Action,2010-09-22,Tous publics,Metropolitan,0,6,2.0,Milla Jovovich,,10891,513.0,1167,Resident Evil : Afterlife,2010,404807,408,992,44  %,cinema/images/posters/10891-20100621080619.jpg,"[{'id': '256', 'name': 'Milla Jovovich', 'role': 'Rôle principal', 'character': 'Alice'}]","[{'name': 'Milla Jovovich', 'moyenne': 778203}]",778203.0,778203.0
juste la fin du monde,405031.0,1058503,Xavier Dolan,400805.0,France,Drame,2016-09-21,Tous publics,Diaphana,1,5,1.0,"Nathalie Baye, Vincent Cassel, Marion Cotillard, Léa Seydoux, Gaspard Ulliel",,15852,868.0,1166,Juste La Fin Du Monde,2016,405031,391,1036,38  %,cinema/images/posters/15852-20160917062542-0.jpg,"[{'id': '270', 'name': 'Nathalie Baye', 'role': 'Rôle principal', 'character': 'La mère'}, {'id': '349', 'name': 'Vincent Cassel', 'role': 'Rôle principal', 'character': 'Antoine'}, {'id': '246', 'name': 'Marion Cotillard', 'role': 'Rôle principal', 'character': 'Catherine'}, {'id': '834', 'name': 'Léa Seydoux', 'role': 'Rôle principal', 'character': 'Suzanne'}, {'id': '917', 'name': 'Gaspard Ulliel', 'role': 'Rôle principal', 'character': 'Louis'}]","[{'name': 'Nathalie Baye', 'moyenne': 738247}, {'name': 'Vincent Cassel', 'moyenne': 940708}, {'name': 'Marion Cotillard', 'moyenne': 1384256}, {'name': 'Léa Seydoux', 'moyenne': 875598}, {'name': 'Gaspard Ulliel', 'moyenne': 686245}]",1384256.0,1066854.0
contagion,394179.0,686151,Steven Soderbergh,690867.0,Etats-Unis,Aventure - Action,2011-11-09,Tous publics,Warner Bros.,0,3,3.0,"Marion Cotillard, Matt Damon, Laurence Fishburne, Jude Law","Bryan Cranston, Gwyneth Paltrow, Kate Winslet",11395,332.0,1200,Contagion,2011,394179,377,1046,57  %,cinema/images/posters/11395-20110827120826.jpg,"[{'id': '246', 'name': 'Marion Cotillard', 'role': 'Rôle principal', 'character': 'Dr. Leonora Orantes'}, {'id': '248', 'name': 'Matt Damon', 'role': 'Rôle principal', 'character': 'Thomas Emhoff'}, {'id': '235', 'name': 'Laurence Fishburne', 'role': 'Rôle principal', 'character': 'Dr. Ellis Cheever'}, {'id': '195', 'name': 'Jude Law', 'role': 'Rôle principal', 'character': 'Alan Krumwiede'}, {'id': '899', 'name': 'Bryan Cranston', 'role': 'Second rôle', 'character': 'Haggerty'}, {'id': '151', 'name': 'Gwyneth Paltrow', 'role': 'Second rôle', 'character': 'Beth Emhoff'}, {'id': '231', 'name': 'Kate Winslet', 'role': 'Second rôle', 'character': 'Dr. Erin Mears'}]","[{'name': 'Marion Cotillard', 'moyenne': 1384256}, {'name': 'Matt Damon', 'moyenne': 1033919}, {'name': 'Laurence Fishburne', 'moyenne': 1027293}, {'name': 'Jude Law', 'moyenne': 746466}, {'name': 'Bryan Cranston', 'moyenne': 715346}, {'name': 'Gwyneth Paltrow', 'moyenne': 1178753}, {'name': 'Kate Winslet', 'moyenne': 1529444}]",1529444.0,1364151.0
sex friends,395113.0,943569,Ivan Reitman,1174334.0,Etats-Unis,Romance,2011-02-16,Tous publics,Paramount,0,5,7.0,"Ashton Kutcher, Natalie Portman",Kevin Kline,11778,167.0,1198,No Strings Attached,2011,395113,301,1313,42  %,cinema/images/posters/11778-20110117060110.jpg,"[{'id': '16', 'name': 'Ashton Kutcher', 'role': 'Rôle principal', 'character': 'Adam'}, {'id': '275', 'name': 'Natalie Portman', 'role': 'Rôle principal', 'character': 'Emma'}, {'id': '223', 'name': 'Kevin Kline', 'role': 'Second rôle', 'character': 'Alvin'}]","[{'name': 'Ashton Kutcher', 'moyenne': 381500}, {'name': 'Natalie Portman', 'moyenne': 1348049}, {'name': 'Kevin Kline', 'moyenne': 749101}]",1348049.0,826216.6666666666
bad teacher,397304.0,986216,,,Etats-Unis,Comédie,2011-07-27,Tous publics,Sony Pictures,0,5,3.0,"Cameron Diaz, Jason Segel, Justin Timberlake",,11946,,1192,,2011,397304,308,1290,40  %,cinema/images/posters/11946-20110410040434.jpg,"[{'id': '77', 'name': 'Cameron Diaz', 'role': 'Rôle principal', 'character': 'Elizabeth Halsey'}, {'id': '842', 'name': 'Jason Segel', 'role': 'Rôle principal', 'character': 'Russell Gettis'}, {'id': '945', 'name': 'Justin Timberlake', 'role': 'Rôle principal', 'character': 'Scott Delacorte'}]","[{'name': 'Cameron Diaz', 'moyenne': 991389}, {'name': 'Jason Segel', 'moyenne': 224009}, {'name': 'Justin Timberlake', 'moyenne': 497985}]",991389.0,571127.6666666666
tout ce qui brille,386771.0,1420183,,,France,Comédie,2010-03-24,Tous publics,Pathé,0,9,5.0,"Leïla Bekhti, Géraldine Nakache","Virginie Ledoyen, Manu Payet",11207,,1230,,2010,386771,294,1316,27  %,cinema/images/posters/11207-20100302030303.jpg,"[{'id': '992', 'name': 'Leïla Bekhti', 'role': 'Rôle principal', 'character': 'Lila'}, {'id': '833', 'name': 'Géraldine Nakache', 'role': 'Rôle principal', 'character': 'Ely'}, {'id': '353', 'name': 'Virginie Ledoyen', 'role': 'Second rôle', 'character': 'Agathe'}, {'id': '858', 'name': 'Manu Payet', 'role': 'Second rôle', 'character': 'Eric'}]","[{'name': 'Leïla Bekhti', 'moyenne': 630885}, {'name': 'Géraldine Nakache', 'moyenne': 773623}, {'name': 'Virginie Ledoyen', 'moyenne': 537066}, {'name': 'Manu Payet', 'moyenne': 812396}]",812396.0,738968.0
paranormal activity 3,387586.0,807464,,,Etats-Unis,Horreur,2011-10-19,Tous publics,Paramount,0,4,5.0,,,11747,,1228,,2011,387586,215,1803,48  %,cinema/images/posters/11747-20110922090951.jpg,,,,
