Titre,Démarrage,Entrées totales,Réalisateur,Pays,Genre,Date de sortie,Classification,Distributeur,Rang toutes exploitations,Rang général,Nb 1ère places hebdo,Nb semaines Top20,Meilleure place hebdo,Acteur principal,Acteur secondaire,film_id,realisateur_id,rang,titre,titre_vo,realisateur,genre,annee,pays,entrees,salles,moy_salle,part_marche,affiche,moyenne_fr_realisateur,sortie,distributeur,classification,acteurs,moyennes_individuelles_acteurs
godzilla x kong : le nouvel empire,442704.0,1182733,,Etats-Unis,Fantasy,2024-04-03,Tous publics,Warner Bros.,,,1,6,1.0,,,23125,,1046,godzilla x kong : le nouvel empire,,,Fantasy,2024,f23,442704,639,693,37  %,cinema/images/posters/A-2024-23125-20240329071213.jpg,,03/04/2024,Warner Bros.,Tous publics,,
incognito,450026.0,1250138,,France,Comédie,2009-04-29,Tous publics,Pathé,,,0,6,2.0,Franck Dubosc,"François Damiens, Yolande Moreau",10744,,1017,incognito,,,Comédie,2009,f25,450026,459,980,36  %,cinema/images/posters/np_10744.jpg,,29/04/2009,Pathé,Tous publics,"[{'id': '541', 'name': 'Franck Dubosc', 'role': 'Rôle principal', 'character': 'Francis'}, {'id': '918', 'name': 'François Damiens', 'role': 'Second rôle', 'character': 'chauffeur accident'}, {'id': '852', 'name': 'Yolande Moreau', 'role': 'Second rôle', 'character': 'Mme Champenard'}]","[{'name': 'Franck Dubosc', 'moyenne': 1206610}, {'name': 'François Damiens', 'moyenne': 909443}, {'name': 'Yolande Moreau', 'moyenne': 869413}]"
shazam!,442839.0,1075884,,Etats-Unis,Comicbook,2019-04-03,Tous publics,Warner Bros.,,,0,5,2.0,,,18753,,1044,shazam!,,,Comicbook,2019,f23,442839,566,782,41  %,cinema/images/posters/18753-20190330012750-0.jpg,,03/04/2019,Warner Bros.,Tous publics,,
xxx : reactivated,450091.0,927991,D.J. Caruso,Etats-Unis,Aventure - Action,2017-01-18,Tous publics,Paramount,,,0,4,2.0,Vin Diesel,"Toni Collette, Ice Cube, Samuel L. Jackson",15746,553.0,1016,xxx : reactivated,xXx: The Return of Xander Cage,D.J. Caruso,Aventure - Action,2017,f23,450091,550,818,49  %,cinema/images/posters/15746-20170116042759-0.jpg,421968.0,18/01/2017,Paramount,Tous publics,"[{'id': '350', 'name': 'Vin Diesel', 'role': 'Rôle principal', 'character': 'Xander Cage'}, {'id': '339', 'name': 'Toni Collette', 'role': 'Second rôle', 'character': 'Jane Marke'}, {'id': '426', 'name': 'Ice Cube', 'role': 'Second rôle', 'character': 'Darius Stone'}, {'id': '319', 'name': 'Samuel L. Jackson', 'role': 'Second rôle', 'character': 'Augustus Gibbons'}]","[{'name': 'Vin Diesel', 'moyenne': 1382126}, {'name': 'Toni Collette', 'moyenne': 623989}, {'name': 'Ice Cube', 'moyenne': 269849}, {'name': 'Samuel L. Jackson', 'moyenne': 1248160}]"
le transporteur 2,440512.0,1230444,Louis Leterrier,France,Aventure - Action,2005-08-03,Tous publics,EuropaCorp,,,0,6,2.0,Jason Statham,François Berléand,736,477.0,1050,le transporteur 2,The Transporter II,Louis Leterrier,Aventure - Action,2005,f25,440512,510,864,36  %,cinema/images/posters/transporter2.jpg,1353727.0,03/08/2005,EuropaCorp,Tous publics,"[{'id': '214', 'name': 'Jason Statham', 'role': 'Rôle principal', 'character': 'Frank Martin'}, {'id': '436', 'name': 'François Berléand', 'role': 'Second rôle', 'character': 'Tarconi'}]","[{'name': 'Jason Statham', 'moyenne': 954392}, {'name': 'François Berléand', 'moyenne': 718096}]"
time out,441450.0,1099016,Andrew Niccol,Etats-Unis,Science Fiction,2011-11-23,Tous publics,20th Century Fox,,,0,6,3.0,Justin Timberlake,Cillian Murphy,12327,721.0,1049,time out,In Time,Andrew Niccol,Science Fiction,2011,f23,441450,321,1375,40  %,cinema/images/posters/12327-20110929100937.jpg,601815.0,23/11/2011,20th Century Fox,Tous publics,"[{'id': '945', 'name': 'Justin Timberlake', 'role': 'Rôle principal', 'character': 'Will Salas'}, {'id': '1020', 'name': 'Cillian Murphy', 'role': 'Second rôle', 'character': 'Raymond Leon'}]","[{'name': 'Justin Timberlake', 'moyenne': 497985}, {'name': 'Cillian Murphy', 'moyenne': 1146354}]"
o'brother,442253.0,1499393,Joel Coen,Etats-Unis,Comédie,2000-08-30,Tous publics,Bac Films,,,0,8,2.0,George Clooney,Holly Hunter,2426,178.0,1048,o'brother,"O' Brother, Where Art Thou?",Joel Coen,Comédie,2000,f23,442253,371,1192,30  %,cinema/images/posters/obrother.jpg,699223.0,30/08/2000,Bac Films,Tous publics,"[{'id': '86', 'name': 'George Clooney', 'role': 'Rôle principal', 'character': 'Ulysses Everett McGill'}, {'id': '659', 'name': 'Holly Hunter', 'role': 'Second rôle', 'character': 'Penny Wharvey'}]","[{'name': 'George Clooney', 'moyenne': 965655}, {'name': 'Holly Hunter', 'moyenne': 504425}]"
les incognitos,442565.0,1130584,,Etats-Unis,Animation,2019-12-25,Tous publics,20th Century Fox,,,0,7,4.0,,,18695,,1047,les incognitos,,,Animation,2019,f23,442565,544,814,39  %,cinema/images/posters/18695-20191209075106-0.jpg,,25/12/2019,20th Century Fox,Tous publics,"[{'id': '1010', 'name': 'Tom Holland', 'role': 'Voix-off', 'character': ''}, {'id': '366', 'name': 'Will Smith', 'role': 'Voix-off', 'character': 'Lance Sterling'}]","[{'name': 'Tom Holland', 'moyenne': 2643533}, {'name': 'Will Smith', 'moyenne': 1839970}]"
the patriot - le chemin de la liberté,442823.0,1160975,Roland Emmerich,Etats-Unis,Aventure - Action,2000-07-12,Tous publics,Columbia,,,0,7,2.0,"Mel Gibson, Heath Ledger",,2431,299.0,1045,the patriot - le chemin de la liberté,The Patriot,Roland Emmerich,Aventure - Action,2000,f23,442823,591,749,38  %,cinema/images/posters/patriot.jpg,1768802.0,12/07/2000,Columbia,Tous publics,"[{'id': '254', 'name': 'Mel Gibson', 'role': 'Rôle principal', 'character': 'Benjamin Martin'}, {'id': '162', 'name': 'Heath Ledger', 'role': 'Rôle principal', 'character': 'Gabriel Martin'}]","[{'name': 'Mel Gibson', 'moyenne': 1222652}, {'name': 'Heath Ledger', 'moyenne': 695948}]"
lolo,443169.0,906840,,France,Comédie,2015-10-28,Tous publics,Mars Distribution,,,0,5,3.0,"Dany Boon, Vincent Lacoste, Karin Viard",,15485,,1043,lolo,,,Comédie,2015,f25,443169,506,876,49  %,cinema/images/posters/15485-20151024014646-4.jpg,,28/10/2015,Mars Distribution,Tous publics,"[{'id': '534', 'name': 'Dany Boon', 'role': 'Rôle principal', 'character': 'Jean-René'}, {'id': '866', 'name': 'Vincent Lacoste', 'role': 'Rôle principal', 'character': 'Lolo'}, {'id': '230', 'name': 'Karin Viard', 'role': 'Rôle principal', 'character': 'Ariane'}, {'id': '550', 'name': 'Ramzy Bedia', 'role': 'Apparition', 'character': ""L'homme à l'Austin Martin""}]","[{'name': 'Dany Boon', 'moyenne': 2401746}, {'name': 'Vincent Lacoste', 'moyenne': 603666}, {'name': 'Karin Viard', 'moyenne': 684402}, {'name': 'Ramzy Bedia', 'moyenne': 980380}]"
sin city,430479.0,1261533,Robert Rodriguez,Etats-Unis,Comicbook,2005-06-01,Moins de 12 ans,Pan-Européenne,,,0,6,2.0,"Bruce Willis, Benicio Del Toro, Jessica Alba, Clive Owen","Mickey Rourke, Josh Hartnett",735,307.0,1080,sin city,Sin City,Robert Rodriguez,Comicbook,2005,f23,430479,521,826,34  %,cinema/images/posters/sincity.jpg,554436.0,01/06/2005,Pan-Européenne,,"[{'id': '67', 'name': 'Bruce Willis', 'role': 'Rôle principal', 'character': 'Hartigan'}, {'id': '41', 'name': 'Benicio Del Toro', 'role': 'Rôle principal', 'character': 'Jackie Boy'}, {'id': '168', 'name': 'Jessica Alba', 'role': 'Rôle principal', 'character': 'Nancy Callahan'}, {'id': '92', 'name': 'Clive Owen', 'role': 'Rôle principal', 'character': 'Dwight'}, {'id': '573', 'name': 'Mickey Rourke', 'role': 'Second rôle', 'character': 'Marv'}, {'id': '193', 'name': 'Josh Hartnett', 'role': 'Second rôle', 'character': ""l'homme""}]","[{'name': 'Bruce Willis', 'moyenne': 1133115}, {'name': 'Benicio Del Toro', 'moyenne': 786290}, {'name': 'Jessica Alba', 'moyenne': 594956}, {'name': 'Clive Owen', 'moyenne': 636984}, {'name': 'Mickey Rourke', 'moyenne': 486286}, {'name': 'Josh Hartnett', 'moyenne': 756547}]"
azur et asmar,430753.0,1773341,Michel Ocelot,France,Animation,2006-10-25,Tous publics,Diaphana,,,0,8,2.0,,,344,401.0,1078,azur et asmar,Azur et Asmar,Michel Ocelot,Animation,2006,f25,430753,551,782,24  %,cinema/images/posters/azurasmar.jpg,990255.0,25/10/2006,Diaphana,Tous publics,"[{'id': '928', 'name': 'Patrick Timsit', 'role': 'Voix-off', 'character': 'Crapoux'}]","[{'name': 'Patrick Timsit', 'moyenne': 1003005}]"
tu veux ou tu veux pas,431620.0,1059794,Tonie Marshall,France,Comédie,2014-10-01,Tous publics,Warner Bros.,,,1,5,1.0,"Patrick Bruel, Sophie Marceau",,14154,537.0,1076,tu veux ou tu veux pas,Tu veux ou tu veux pas (The Missionaries),Tonie Marshall,Comédie,2014,f25,431620,428,1008,41  %,cinema/images/posters/14154-20140826074529-1.jpg,483914.0,01/10/2014,Warner Bros.,Tous publics,"[{'id': '649', 'name': 'Patrick Bruel', 'role': 'Rôle principal', 'character': 'Lambert Levallois'}, {'id': '324', 'name': 'Sophie Marceau', 'role': 'Rôle principal', 'character': 'Judith Chabrier'}]","[{'name': 'Patrick Bruel', 'moyenne': 1044151}, {'name': 'Sophie Marceau', 'moyenne': 1103195}]"
les schtroumpfs et le village perdu,431955.0,1798262,,Etats-Unis,Animation,2017-04-05,Tous publics,Sony Pictures,,,0,10,3.0,,,13789,,1075,les schtroumpfs et le village perdu,,,Animation,2017,f23,431955,589,733,24  %,cinema/images/posters/13789-20170330092552-2.jpg,,05/04/2017,Sony Pictures,Tous publics,"[{'id': '212', 'name': 'Julia Roberts', 'role': 'Voix-off', 'character': 'Schtroumpf Willow'}]","[{'name': 'Julia Roberts', 'moyenne': 1115041}]"
neuilly sa mère !,432722.0,2517140,,France,Comédie,2009-08-12,Tous publics,TFM Distribution,,,0,12,2.0,Denis Podalydès,"Josiane Balasko, Ramzy Bedia, François-Xavier Demaison, Valérie Lemercier",10874,,1074,neuilly sa mère !,,,Comédie,2009,f25,432722,389,1112,17  %,cinema/images/posters/10874-20090703080720.jpg,,12/08/2009,TFM Distribution,Tous publics,"[{'id': '818', 'name': 'Denis Podalydès', 'role': 'Rôle principal', 'character': 'Stanislas'}, {'id': '171', 'name': 'Josiane Balasko', 'role': 'Second rôle', 'character': 'La directrice du collège'}, {'id': '550', 'name': 'Ramzy Bedia', 'role': 'Second rôle', 'character': ''}, {'id': '713', 'name': 'François-Xavier Demaison', 'role': 'Second rôle', 'character': 'Père Dinaro'}, {'id': '497', 'name': 'Valérie Lemercier', 'role': 'Second rôle', 'character': 'La mère de Charles'}, {'id': '716', 'name': 'Michel Galabru', 'role': 'Apparition', 'character': ''}, {'id': '594', 'name': 'Elie Semoun', 'role': 'Apparition', 'character': 'Le huissier'}]","[{'name': 'Denis Podalydès', 'moyenne': 489900}, {'name': 'Josiane Balasko', 'moyenne': 955503}, {'name': 'Ramzy Bedia', 'moyenne': 980380}, {'name': 'François-Xavier Demaison', 'moyenne': 819033}, {'name': 'Valérie Lemercier', 'moyenne': 1499262}, {'name': 'Michel Galabru', 'moyenne': 1773396}, {'name': 'Elie Semoun', 'moyenne': 1189006}]"
star trek into darkness,433073.0,879931,J.J. Abrams,Etats-Unis,Science Fiction,2013-06-12,Tous publics,Paramount,,,1,5,1.0,"Chris Pine, Benedict Cumberbatch",Simon Pegg,11132,575.0,1073,star trek into darkness,Star Trek Into Darkness,J.J. Abrams,Science Fiction,2013,f23,433073,610,710,49  %,cinema/images/posters/11132-20130414120443.jpg,3591013.0,12/06/2013,Paramount,Tous publics,"[{'id': '820', 'name': 'Chris Pine', 'role': 'Rôle principal', 'character': 'James T. Kirk'}, {'id': '843', 'name': 'Benedict Cumberbatch', 'role': 'Rôle principal', 'character': 'John Harrison'}, {'id': '608', 'name': 'Simon Pegg', 'role': 'Second rôle', 'character': ""Montgomery 'Scotty' Scott""}]","[{'name': 'Chris Pine', 'moyenne': 489195}, {'name': 'Benedict Cumberbatch', 'moyenne': 1605997}, {'name': 'Simon Pegg', 'moyenne': 842401}]"
planes,433188.0,1674843,,Etats-Unis,Animation,2013-10-09,Tous publics,Walt Disney Pictures,,,1,6,1.0,,,13195,,1072,planes,,,Animation,2013,f23,433188,500,866,26  %,cinema/images/posters/13195-20130620100617.jpg,,09/10/2013,Walt Disney Pictures,Tous publics,"[{'id': '352', 'name': 'Val Kilmer', 'role': 'Voix-off', 'character': 'Echo'}]","[{'name': 'Val Kilmer', 'moyenne': 763045}]"
paddington 2,420344.0,1873918,,Grande-Bretagne,Film familial,2017-12-06,Tous publics,Studiocanal,,,0,7,3.0,,"Brendan Gleeson, Hugh Grant",17106,,1111,paddington 2,,,Film familial,2017,f26,420344,631,666,22  %,cinema/images/posters/17106-20171117062949-3.jpg,,06/12/2017,Studiocanal,Tous publics,"[{'id': '910', 'name': 'Brendan Gleeson', 'role': 'Second rôle', 'character': 'Knuckles McGinty'}, {'id': '159', 'name': 'Hugh Grant', 'role': 'Second rôle', 'character': 'Phoenix Buchanan'}]","[{'name': 'Brendan Gleeson', 'moyenne': 1178490}, {'name': 'Hugh Grant', 'moyenne': 983715}]"
rebelles,422241.0,925503,,France,Comédie,2019-03-13,Tous publics,Le Pacte,,,0,5,2.0,"Cécile De France, Yolande Moreau",,18932,,1106,rebelles,,,Comédie,2019,f25,422241,388,1088,46  %,cinema/images/posters/18932-20190303011742-0.jpg,,13/03/2019,Le Pacte,Tous publics,"[{'id': '75', 'name': 'Cécile De France', 'role': 'Rôle principal', 'character': 'Sandra'}, {'id': '852', 'name': 'Yolande Moreau', 'role': 'Rôle principal', 'character': 'Nadine'}]","[{'name': 'Cécile De France', 'moyenne': 644071}, {'name': 'Yolande Moreau', 'moyenne': 869413}]"
the dictator,411656.0,877450,,Etats-Unis,Comédie,2012-06-20,Tous publics,20th Century Fox,,,0,5,3.0,"Sacha Baron Cohen, Anna Faris",,12419,,1141,the dictator,,,Comédie,2012,f23,411656,336,1225,47  %,cinema/images/posters/12419-20120514090556.jpg,,20/06/2012,20th Century Fox,Tous publics,"[{'id': '593', 'name': 'Sacha Baron Cohen', 'role': 'Rôle principal', 'character': 'Le général Aladeen'}, {'id': '972', 'name': 'Anna Faris', 'role': 'Rôle principal', 'character': 'Zoey'}, {'id': '490', 'name': 'Gad Elmaleh', 'role': 'Apparition', 'character': 'Manifestant au Wadiya'}, {'id': '125', 'name': 'Edward Norton', 'role': 'Apparition', 'character': 'Lui-même'}, {'id': '811', 'name': 'John C. Reilly', 'role': 'Apparition', 'character': 'Clayton'}]","[{'name': 'Sacha Baron Cohen', 'moyenne': 668612}, {'name': 'Anna Faris', 'moyenne': 853912}, {'name': 'Gad Elmaleh', 'moyenne': 1513226}, {'name': 'Edward Norton', 'moyenne': 668130}, {'name': 'John C. Reilly', 'moyenne': 471670}]"
birds of prey et la fabuleuse histoire de harley quinn,412178.0,1047460,,Etats-Unis,Comicbook,2020-02-05,Moins de 12 ans,Warner Bros.,,,0,5,2.0,Margot Robbie,Ewan McGregor,18940,,1140,birds of prey et la fabuleuse histoire de harley quinn,,,Comicbook,2020,f23,412178,593,695,39  %,cinema/images/posters/18940-20190921092213-0.jpg,,05/02/2020,Warner Bros.,,"[{'id': '1013', 'name': 'Margot Robbie', 'role': 'Rôle principal', 'character': 'Harley Quinn'}, {'id': '123', 'name': 'Ewan McGregor', 'role': 'Second rôle', 'character': 'Roman Sionis / Black Mask'}]","[{'name': 'Margot Robbie', 'moyenne': 1286424}, {'name': 'Ewan McGregor', 'moyenne': 841258}]"
le brio,412414.0,1114497,Yvan Attal,France,Comédie,2017-11-22,Tous publics,Pathé,,,0,5,2.0,Daniel Auteuil,,17441,944.0,1139,le brio,Le Brio,Yvan Attal,Comédie,2017,f25,412414,407,1013,37  %,cinema/images/posters/17441-20171117111715-0.jpg,480969.0,22/11/2017,Pathé,Tous publics,"[{'id': '32', 'name': 'Daniel Auteuil', 'role': 'Rôle principal', 'character': 'Le Professeur Pierre Mazard'}]","[{'name': 'Daniel Auteuil', 'moyenne': 1006810}]"
epic : la bataille du royaume secret,413571.0,1211919,Chris Wedge,Etats-Unis,Animation,2013-05-22,Tous publics,20th Century Fox,,,0,7,2.0,,,13068,896.0,1136,epic : la bataille du royaume secret,Epic,Chris Wedge,Animation,2013,f23,413571,629,658,34  %,cinema/images/posters/13068-20130323110336.jpg,1373839.0,22/05/2013,20th Century Fox,Tous publics,"[{'id': '78', 'name': 'Colin Farrell', 'role': 'Voix-off', 'character': 'Ronin'}, {'id': '629', 'name': 'Mélanie Laurent', 'role': 'Voix-off', 'character': 'Mary Katherine'}, {'id': '775', 'name': 'Jérémy Renier', 'role': 'Voix-off', 'character': 'Nod (VF)'}, {'id': '845', 'name': 'Christoph Waltz', 'role': 'Voix-off', 'character': 'Mandrake'}]","[{'name': 'Colin Farrell', 'moyenne': 647831}, {'name': 'Mélanie Laurent', 'moyenne': 737378}, {'name': 'Jérémy Renier', 'moyenne': 391891}, {'name': 'Christoph Waltz', 'moyenne': 1411275}]"
halloween (2018),413854.0,843769,,Etats-Unis,Horreur,2018-10-24,Moins de 12 ans,Universal,,,0,4,5.0,Jamie Lee Curtis,,18191,,1133,halloween (2018),,,Horreur,2018,f23,413854,308,1344,49  %,cinema/images/posters/18191-20181014102103-0.jpg,,24/10/2018,Universal,,"[{'id': '196', 'name': 'Jamie Lee Curtis', 'role': 'Rôle principal', 'character': 'Laurie Strode'}]","[{'name': 'Jamie Lee Curtis', 'moyenne': 524013}]"
"blueberry, l'expérience interdite",413940.0,765897,Jan Kounen,France,Western,2004-02-11,Tous publics,UFD,,,0,3,4.0,Vincent Cassel,,1107,416.0,1132,"blueberry, l'expérience interdite","Blueberry, l'expérience interdite",Jan Kounen,Western,2004,f25,413940,501,826,54  %,cinema/images/posters/blueberry.jpg,416197.0,11/02/2004,UFD,Tous publics,"[{'id': '349', 'name': 'Vincent Cassel', 'role': 'Rôle principal', 'character': ''}]","[{'name': 'Vincent Cassel', 'moyenne': 940708}]"
marie-antoinette,403555.0,1223207,Sofia Coppola,Etats-Unis,Drame,2006-05-24,Tous publics,Pathé,,,0,7,4.0,Kirsten Dunst,,356,678.0,1171,marie-antoinette,Marie-Antoinette,Sofia Coppola,Drame,2006,f23,403555,312,1293,33  %,cinema/images/posters/marieantoinette.jpg,665449.0,24/05/2006,Pathé,Tous publics,"[{'id': '220', 'name': 'Kirsten Dunst', 'role': 'Rôle principal', 'character': 'Marie-Antoinette'}, {'id': '630', 'name': 'Mathieu Amalric', 'role': 'Apparition', 'character': ""L'homme au bal masqué""}, {'id': '821', 'name': 'Tom Hardy', 'role': 'Apparition', 'character': ''}]","[{'name': 'Kirsten Dunst', 'moyenne': 1043456}, {'name': 'Mathieu Amalric', 'moyenne': 468160}, {'name': 'Tom Hardy', 'moyenne': 1110186}]"
halal police d'etat,403883.0,793296,,France,Comédie,2011-02-16,Tous publics,EuropaCorp,,,0,4,6.0,"Ramzy Bedia, Eric Judor",,11667,,1169,halal police d'etat,,,Comédie,2011,f25,403883,400,1010,51  %,cinema/images/posters/11667-20110101070101.jpg,,16/02/2011,EuropaCorp,Tous publics,"[{'id': '550', 'name': 'Ramzy Bedia', 'role': 'Rôle principal', 'character': 'Nerh-Nerh'}, {'id': '549', 'name': 'Eric Judor', 'role': 'Rôle principal', 'character': 'Le Kabyle'}]","[{'name': 'Ramzy Bedia', 'moyenne': 980380}, {'name': 'Eric Judor', 'moyenne': 1024553}]"
amis publics,404366.0,758693,,France,Comédie,2016-02-17,Tous publics,La Belle Company,,,0,3,4.0,"Kev Adams, Vincent Elbaz",,15611,,1168,amis publics,,,Comédie,2016,f25,404366,525,770,53  %,cinema/images/posters/15611-20160214112839.jpg,,17/02/2016,La Belle Company,Tous publics,"[{'id': '862', 'name': 'Kev Adams', 'role': 'Rôle principal', 'character': 'Léo'}, {'id': '351', 'name': 'Vincent Elbaz', 'role': 'Rôle principal', 'character': 'Bartoloméo'}]","[{'name': 'Kev Adams', 'moyenne': 1422375}, {'name': 'Vincent Elbaz', 'moyenne': 647227}]"
le robot sauvage,395356.0,1812999,,Etats-Unis,Animation,2024-10-09,Tous publics,Universal,,,1,8,1.0,,,23898,,1196,le robot sauvage,,,Animation,2024,f23,395356,673,587,22  %,cinema/images/posters/A-2024-23898-20240928114939.jpg,,09/10/2024,Universal,Tous publics,,
resident evil : afterlife 3d,404807.0,911560,Paul W.S. Anderson,Etats-Unis,Aventure - Action,2010-09-22,Tous publics,Metropolitan,,,0,6,2.0,Milla Jovovich,,10891,513.0,1167,resident evil : afterlife 3d,Resident Evil : Afterlife,Paul W.S. Anderson,Aventure - Action,2010,f23,404807,408,992,44  %,cinema/images/posters/10891-20100621080619.jpg,599108.0,22/09/2010,Metropolitan,Tous publics,"[{'id': '256', 'name': 'Milla Jovovich', 'role': 'Rôle principal', 'character': 'Alice'}]","[{'name': 'Milla Jovovich', 'moyenne': 778203}]"
juste la fin du monde,405031.0,1058503,Xavier Dolan,France,Drame,2016-09-21,Tous publics,Diaphana,,,1,5,1.0,"Nathalie Baye, Vincent Cassel, Marion Cotillard, Léa Seydoux, Gaspard Ulliel",,15852,868.0,1166,juste la fin du monde,Juste La Fin Du Monde,Xavier Dolan,Drame,2016,f25,405031,391,1036,38  %,cinema/images/posters/15852-20160917062542-0.jpg,400805.0,21/09/2016,Diaphana,Tous publics,"[{'id': '270', 'name': 'Nathalie Baye', 'role': 'Rôle principal', 'character': 'La mère'}, {'id': '349', 'name': 'Vincent Cassel', 'role': 'Rôle principal', 'character': 'Antoine'}, {'id': '246', 'name': 'Marion Cotillard', 'role': 'Rôle principal', 'character': 'Catherine'}, {'id': '834', 'name': 'Léa Seydoux', 'role': 'Rôle principal', 'character': 'Suzanne'}, {'id': '917', 'name': 'Gaspard Ulliel', 'role': 'Rôle principal', 'character': 'Louis'}]","[{'name': 'Nathalie Baye', 'moyenne': 738247}, {'name': 'Vincent Cassel', 'moyenne': 940708}, {'name': 'Marion Cotillard', 'moyenne': 1384256}, {'name': 'Léa Seydoux', 'moyenne': 875598}, {'name': 'Gaspard Ulliel', 'moyenne': 686245}]"
