Titre,Démarrage,Entrées totales,Réalisateur,Pays,Genre,Date de sortie,Classification,Distributeur,Rang toutes exploitations,Rang général,Nb 1ère places hebdo,Nb semaines Top20,Meilleure place hebdo,Acteur principal,Acteur secondaire
winter's bone,35 752,113 970,,Etats-Unis,Drame,02/03/2011,Tous publics,Pretty Pictures,11 251,11 309,0,0,-,Jennifer Lawrence,
godland,35 205,115 406,,Danemark,Drame,21/12/2022,Tous publics,Jour2Fête,11 206,11 264,0,1,14,,
une part manquante,35 817,71 553,,France,Drame,13/11/2024,Tous publics,Haut et Court,12 643,12 710,0,1,18,Romain Duris,
juillet août,34 716,70 078,,France,Comédie dramatique,13/07/2016,Tous publics,Diaphana,12 705,12 773,0,2,13,,
green room,34 772,50 285,,Etats-Unis,Thriller,27/04/2016,Moins de 12 ans,Bac Films,13 611,13 682,0,1,16,,
lucky strike,34 808,103 407,,Corée du Sud,Drame,08/07/2020,Moins de 12 ans,Wild Bunch,11 562,11 620,0,4,6,,
12 ans d'âge,35 147,69 760,,France,Comédie,26/06/2013,Tous publics,Pyramide,12 717,12 785,0,1,19,François Berléand,
broken,35 178,97 169,,Grande-Bretagne,Comédie dramatique,22/08/2012,Tous publics,Le Pacte,11 798,11 858,0,1,16,Cillian Murphy,
les gagnants,35 199,49 142,,France,Comédie,13/04/2022,Tous publics,ARP Selection,13 675,13 748,0,1,11,Alban Ivanov,
8 fois debout,35 202,106 821,,France,Comédie dramatique,14/04/2010,Tous publics,UFO Distribution,11 453,11 511,0,2,16,Denis Podalydès,
mon père,34 869,70 566,,France,Drame,25/04/2001,Tous publics,Bac Films,12 685,12 753,0,1,16,,
le processus de paix,34 918,60 549,,France,Romance,14/06/2023,Tous publics,Le Pacte,13 099,13 168,0,1,12,,
my son,34 698,49 476,,Grande-Bretagne,Thriller,03/11/2021,Tous publics,Metropolitan,13 650,13 723,0,0,-,James McAvoy,
les climats,34 163,119 548,,Turquie,Drame,17/01/2007,Tous publics,Pyramide,11 104,11 162,0,2,17,,
les enquêtes du département v : profanation,34 163,49 655,,Danemark,Thriller,08/04/2015,Moins de 12 ans,Wild Bunch,13 639,13 712,0,1,15,,
"et toi, t'es sur qui ?",34 191,93 318,,France,Comédie,13/06/2007,Tous publics,Rezo Films,11 897,11 958,0,0,-,,
le promeneur d'oiseau,34 222,108 692,,France,Drame,07/05/2014,Tous publics,UGC Distribution,11 388,11 446,0,0,-,,
tabou (2012),34 237,142 976,,Portugal,Drame,05/12/2012,Tous publics,Shellac,10 538,10 592,0,1,16,,
nahid,34 297,100 055,,Iran,Drame,24/02/2016,Tous publics,Memento Films,11 722,11 781,0,0,-,,
amir et mina : les aventures du tapis volant,34 298,83 957,,Danemark,Animation,01/05/2019,Tous publics,KMBO,12 193,12 256,0,1,19,,
humains,34 876,41 258,,France,Thriller,22/04/2009,Tous publics,Fabrique de Films,14 054,14 129,0,0,-,Lorant Deutsch,
one piece z,34 315,54 532,,Japon,Animation,15/05/2013,Tous publics,Eurozoom,13 393,13 463,0,1,18,,
la nativité,33 737,92 459,,Etats-Unis,Drame,06/12/2006,Tous publics,Metropolitan,11 921,11 982,0,0,-,,
cartouches gauloises,33 828,99 168,,France,Drame,08/08/2007,Tous publics,Pathé,11 749,11 808,0,0,-,,
thirteen,34 217,80 319,,Etats-Unis,Comédie,10/12/2003,Moins de 16 ans,UFD,12 316,12 380,0,0,-,Holly Hunter,
secret life of words,34 266,96 651,,Espagne,Drame,19/04/2006,Tous publics,Diaphana,11 810,11 870,0,1,14,Tim Robbins,
le successeur,33 121,48 458,,France,Drame,21/02/2024,Tous publics,Haut et Court,13 719,13 792,0,0,-,,
showing up,33 136,65 870,,Etats-Unis,Comédie,03/05/2023,Tous publics,Diaphana,12 877,12 946,0,1,15,,
commis d'office,33 763,57 187,,France,Thriller,06/05/2009,Tous publics,Bac Films,13 265,13 335,0,1,20,Roschdy Zem,
freaky,33 783,56 184,,Etats-Unis,Comédie,23/06/2021,Moins de 12 ans,Universal,13 311,13 381,0,1,15,Vince Vaughn,
le quatrième mur,33 816,91 930,,France,Drame,15/01/2025,Tous publics,Le Pacte,11 938,11 999,0,1,17,Laurent Lafitte,
ultraviolet,33 835,52 604,,Etats-Unis,Aventure - Action,14/06/2006,Tous publics,Gaumont Sony,13 474,13 544,0,1,14,Milla Jovovich,
maggie a un plan,33 844,52 941,,Etats-Unis,Comédie,27/04/2016,Tous publics,Diaphana,13 454,13 524,0,1,17,"Ethan Hawke, Julianne Moore",
maria (2024),33 856,308 492,,France,Drame,19/06/2024,Tous publics,Haut et Court,8 125,8 171,0,2,12,"Yvan Attal, Matt Dillon",
trouble,33 864,41 797,,France,Thriller,09/03/2005,Moins de 12 ans,TFM Distribution,14 023,14 098,0,0,-,"Oliver Gourmet, Benoît Magimel",
petite nature,33 148,80 181,,France,Comédie dramatique,09/03/2022,Tous publics,Ad vitam,12 322,12 386,0,1,16,,
gal,33 872,70 584,,Espagne,Thriller,07/05/2008,Tous publics,EuropaCorp,12 684,12 752,0,0,-,José Garcia,
un flic et demi,33 912,62 911,,Etats-Unis,Film familial,04/08/1993,Tous publics,UIP,12 993,13 062,0,1,9,Burt Reynolds,
the rover,33 955,57 466,,Australie,Science Fiction,04/06/2014,Moins de 12 ans,Metropolitan,13 252,13 322,0,1,15,"Robert Pattinson, Guy Pearce",
le monde de charlie,33 137,84 660,,Etats-Unis,Comédie dramatique,02/01/2013,Tous publics,SND,12 172,12 235,0,0,-,Emma Watson,
le poirier sauvage,32 707,120 940,,Turquie,Drame,08/08/2018,Tous publics,Memento Films,11 063,11 121,0,2,17,,
route irish,33 146,67 468,Ken Loach,Grande-Bretagne,Drame,16/03/2011,Tous publics,Diaphana,12 794,12 863,0,0,-,,
séjour dans les monts fuchun,32 711,138 219,,Chine,Drame,01/01/2020,Tous publics,ARP Selection,10 667,10 723,0,0,-,,
anatomie de l'enfer,32 714,54 285,,France,Drame,28/01/2004,Moins de 16 ans,Rezo Films,13 406,13 476,0,1,15,,
le soleil au-dessus des nuages,32 750,75 586,,France,Comédie,02/05/2001,Tous publics,Mars Distribution,12 492,12 558,0,2,19,,
le voyage à paris,32 644,51 709,,France,Comédie,07/07/1999,Tous publics,Mars Distribution,13 523,13 593,0,1,13,,"Oliver Gourmet, Yolande Moreau"
sunshine cleaning,32 647,86 528,,Etats-Unis,Comédie,10/06/2009,Tous publics,Surreal Films,12 104,12 166,0,2,17,"Amy Adams, Emily Blunt",
jude,32 658,197 592,Michael Winterbottom,Grande-Bretagne,Drame,27/11/1996,Tous publics,Polygram,9 542,9 593,0,1,12,Kate Winslet,
gare du nord,32 704,74 394,,France,Comédie dramatique,04/09/2013,Tous publics,Sophie Dulac,12 535,12 602,0,1,20,"François Damiens, Nicole Garcia, Reda Kateb",
dark water (2003),32 267,74 612,,Japon,Horreur,26/02/2003,Moins de 12 ans,Diaphana,12 525,12 592,0,2,18,,
lantana,32 729,203 911,,Australie,Thriller,24/07/2002,Tous publics,Mars Distribution,9 414,9 464,0,4,14,Geoffrey Rush,
naked,32 743,178 644,Mike Leigh,Grande-Bretagne,Drame,10/11/1993,Moins de 12 ans,Pyramide,9 844,9 897,0,1,8,,
la folle histoire d'amour de simon eskenazy,32 753,41 632,,France,Comédie,02/12/2009,Tous publics,Bac Films,14 033,14 108,0,1,17,Elsa Zylberstein,
la cerise sur le gâteau,32 762,42 375,,France,Comédie dramatique,02/05/2012,Tous publics,Rezo Films,13 998,14 073,0,1,20,"Isabelle Carré, Pascal Elbé",
une famille brésilienne,32 771,66 796,Walter Salles,Brésil,Drame,18/03/2009,Tous publics,Diaphana,12 829,12 898,0,0,-,,
every thing will be fine,32 241,73 734,Win Wenders,Allemagne,Drame,22/04/2015,Tous publics,Bac Films,12 563,12 630,0,1,19,"James Franco, Charlotte Gainsbourg",
disparue,31 901,55 737,,Etats-Unis,Thriller,23/05/2012,Tous publics,Metropolitan,13 330,13 400,0,2,13,,
pinocchio et gepetto,31 902,71 995,,Etats-Unis,Animation,04/04/2001,Tous publics,SND,12 622,12 689,0,1,19,,
la question humaine,32 256,113 585,,France,Drame,12/09/2007,Tous publics,Sophie Dulac,11 258,11 316,0,0,-,Mathieu Amalric,
foon,31 920,37 069,,France,Comédie,30/11/2005,Tous publics,Pyramide,14 287,14 362,0,0,-,,
captivity,32 273,59 708,Roland Joffe,Etats-Unis,Thriller,08/08/2007,Moins de 16 ans,TFM Distribution,13 148,13 217,0,0,-,,
potins mondains et amnésies partielles,32 276,43 677,,Etats-Unis,Comédie,18/07/2001,Tous publics,Metropolitan,13 939,14 014,0,1,11,"Warren Beatty, Diane Keaton, Andie MacDowell","Charlton Heston, Josh Hartnett"
gloria !,31 936,78 100,,Italie,Drame,12/06/2024,Tous publics,Nour Films,12 396,12 461,0,2,12,,
in the lost lands,32 288,49 289,Paul W.S. Anderson,Canada,Science Fiction,05/03/2025,Moins de 12 ans,Metropolitan,13 667,13 740,0,1,15,Milla Jovovich,
mes jours de gloire,31 894,43 895,,France,Comédie,26/02/2020,Tous publics,Bac Films,13 934,14 009,0,0,-,Vincent Lacoste,"Emmanuelle Devos, Christophe Lambert"
scandaleusement célèbre,31 899,60 872,,Etats-Unis,Drame,04/04/2007,Tous publics,ARP Selection,13 079,13 148,0,0,-,"Sandra Bullock, Daniel Craig","Gwyneth Paltrow, Jeff Daniels, Sigourney Weaver"
le fantôme de l'opéra (1999),31 542,37 500,,Italie,Horreur,03/02/1999,Moins de 12 ans,Swift,14 257,14 332,0,1,18,,
la noce,31 556,94 695,,Russie,Comédie dramatique,27/09/2000,Tous publics,Pyramide,11 862,11 923,0,2,12,,
un français,31 574,56 085,,France,Drame,10/06/2015,Moins de 12 ans,Mars Distribution,13 313,13 383,0,2,11,,
#de battre mon cœur s'est arrêté (rep. 2006),,153 067,Jacques Audiard,France,Drame,22/02/2006,Tous publics,UGC Distribution,HC,10 358,0,0,-,"Niels Arestrup, Romain Duris","Emmanuelle Devos, Mélanie Laurent"
l’interview qui tue !,31 949,36 211,,Etats-Unis,Comédie,28/01/2015,Tous publics,Sony Pictures,14 329,14 404,0,0,-,"James Franco, Seth Rogen",
un week-end à paris,31 950,95 348,,Grande-Bretagne,Comédie dramatique,05/03/2014,Tous publics,ARP Selection,11 846,11 907,0,0,-,,Jeff Goldblum
aïe !,31 472,81 639,,France,Comédie,06/09/2000,Tous publics,Rezo Films,12 266,12 330,0,2,14,"Emmanuelle Devos, André Dussollier",
la fille de son père (2023),31 016,102 701,,France,Comédie dramatique,20/12/2023,Tous publics,Pyramide,11 587,11 646,0,1,14,,
valentin valentin,31 507,47 296,Pascal Thomas,France,Comédie,07/01/2015,Tous publics,SBS Distribution,13 766,13 839,0,1,19,,
"ni juge, ni soumise",31 110,203 259,,France,Documentaire,07/02/2018,Tous publics,ARP Selection,9 423,9 473,0,1,20,,
arctic,31 579,49 464,,Islande,Aventure - Action,06/02/2019,Tous publics,The Jokers / Les Bookmakers,13 651,13 724,0,0,-,Mads Mikkelsen,
yuli,31 143,131 650,,Espagne,Comédie dramatique,17/07/2019,Tous publics,ARP Selection,10 810,10 866,0,4,13,,
petite maman,31 167,62 383,,France,Drame,02/06/2021,Tous publics,Pyramide,13 014,13 083,0,2,12,,
daddy cool (2015),31 001,55 529,,Etats-Unis,Comédie dramatique,08/07/2015,Tous publics,Bac Films,13 346,13 416,0,2,16,Mark Ruffalo,
frost nixon l'heure de vérité,31 005,55 393,Ron Howard,Etats-Unis,Drame,01/04/2009,Tous publics,Studiocanal,13 352,13 422,0,1,15,,"Kevin Bacon, Sam Rockwell"
une grande fille,30 666,79 049,,Russie,Drame,07/08/2019,Tous publics,ARP Selection,12 367,12 431,0,2,15,,
délice paloma,30 716,105 993,,France,Drame,11/07/2007,Tous publics,Films du Losange,11 479,11 537,0,0,-,,
prosper,30 756,30 756,,France,Comédie,19/03/2025,Tous publics,Le Pacte,14 676,14 758,0,1,18,,
in another country,31 149,71 120,,Corée du Sud,Drame,17/10/2012,Tous publics,Diaphana,12 660,12 727,0,1,17,Isabelle Huppert,
diamant noir,30 773,70 442,,France,Drame,08/06/2016,Tous publics,Ad vitam,12 693,12 761,0,1,19,,
the rider,30 218,94 758,,Etats-Unis,Drame,28/03/2018,Tous publics,Films du Losange,11 859,11 920,0,1,19,,
persona non grata,30 616,49 509,,France,Thriller,17/07/2019,Tous publics,Mars Distribution,13 648,13 721,0,1,14,Roschdy Zem,
laroy,30 223,67 507,,Etats-Unis,Comédie dramatique,17/04/2024,Tous publics,ARP Selection,12 793,12 862,0,1,20,,
ne touchez pas la hache,30 673,88 865,,France,Drame,28/03/2007,Tous publics,Films du Losange,12 037,12 099,0,0,-,,Michel Piccoli
patti cake$,30 237,51 564,,Etats-Unis,Drame,30/08/2017,Tous publics,Diaphana,13 530,13 601,0,1,20,,
laurence anyways,30 726,104 872,Xavier Dolan,Canada,Drame,18/07/2012,Tous publics,MK2 Diffusion,11 506,11 564,0,1,18,Melvil Poupaud,Nathalie Baye
chevauchée avec le diable,30 740,49 106,Ang Lee,Etats-Unis,Western,09/05/2001,Tous publics,Sagittaire Films,13 679,13 752,0,1,12,Tobey Maguire,"Jonathan Rhys Meyers, Jim Caviezel"
les orphelins de huang shui,30 753,46 901,Roger Spottiswoode,Etats-Unis,Guerre,11/06/2008,Tous publics,Metropolitan,13 785,13 858,0,1,15,"Yun-Fat Chow, Jonathan Rhys Meyers",
"vivre, mourir, renaître",30 255,55 753,,France,Drame,25/09/2024,Tous publics,ARP Selection,13 326,13 396,0,1,18,,
mise à mort du cerf sacré,30 756,53 787,,Grande-Bretagne,Drame,01/11/2017,Moins de 12 ans,Haut et Court,13 425,13 495,0,0,-,"Colin Farrell, Nicole Kidman",
tempête de sable,30 291,84 832,,Israël,Drame,25/01/2017,Tous publics,Pyramide,12 163,12 226,0,1,17,,
le baltringue,30 315,41 109,,France,Comédie,27/01/2010,Tous publics,MC4 Distribution,14 065,14 140,0,1,16,,
l'enfant rêvé,30 218,51 950,,France,Drame,07/10/2020,Tous publics,Paname Distribution,13 510,13 580,0,2,11,Louise Bourgoin,
la confrérie des larmes,30 227,33 132,,France,Thriller,09/10/2013,Tous publics,Rezo Films,14 538,14 617,0,1,20,Jérémy Renier,
les nuits de mashhad,30 009,98 672,,Iran,Thriller,13/07/2022,Moins de 12 ans,Metropolitan,11 759,11 818,0,3,14,,
la pièce - les derniers seront les premiers,30 009,48 126,,France,Comédie,12/10/2016,Tous publics,Sony Pictures,13 735,13 808,0,1,18,,
heimat: chronique d'un rêve - l'exode,30 068,126 131,,Allemagne,Drame,23/10/2013,Tous publics,Films du Losange,10 928,10 985,0,1,18,,
goodbye lover,29 868,59 508,Roland Joffe,Etats-Unis,Drame,26/05/1999,Tous publics,-,13 155,13 224,0,2,9,,
les pistolets en plastique,29 992,63 689,,France,Comédie,26/06/2024,Tous publics,Bac Films,12 969,13 038,0,2,15,,
"jambon, jambon",30 000,309 984,,Espagne,Comédie dramatique,16/06/1993,Tous publics,ARP Selection,8 104,8 150,0,2,10,,Javier Bardem
once,29 314,84 116,,Etats-Unis,Comédie dramatique,14/11/2007,Tous publics,SND,12 190,12 253,0,0,-,,
bad lieutenant,30 000,119 692,,Etats-Unis,Thriller,10/03/1993,Moins de 16 ans,Pyramide,11 102,11 160,0,1,8,Harvey Keitel,
only you,30 011,49 453,Norman Jewison,Etats-Unis,Romance,01/02/1995,Tous publics,Columbia,13 653,13 726,0,1,11,Robert Downey Jr,
les habitants,30 028,78 934,,France,Documentaire,27/04/2016,Tous publics,Wild Bunch,12 369,12 433,0,1,18,,
l'epreuve,29 276,70 475,,Norvège,Drame,06/05/2015,Tous publics,-,12 690,12 758,0,0,-,Juliette Binoche,
la parade,28 904,73 154,,Serbie,Comédie dramatique,16/01/2013,Tous publics,Sophie Dulac,12 581,12 648,0,1,15,,
last days of summer,29 287,67 326,Jason Reitman,Etats-Unis,Drame,30/04/2014,Tous publics,Paramount,12 798,12 867,0,0,-,"Josh Brolin, Kate Winslet",
gabriel et la montagne,28 951,83 169,,Brésil,Comédie dramatique,30/08/2017,Tous publics,Version Originale,12 217,12 280,0,1,20,,
hana-bi,29 292,269 141,Takeshi Kitano,Japon,Comédie dramatique,05/11/1997,Tous publics,AFMD,8 571,8 617,0,1,17,,
l'arbre et la forêt,28 955,79 791,,France,Comédie dramatique,03/03/2010,Tous publics,Ad vitam,12 338,12 402,0,0,-,,
ma famille et le loup,29 007,39 187,,France,Film familial,21/08/2019,Tous publics,Apollo Films,14 175,14 250,0,1,18,,
#inception (10th anniversary),,31 134,Christopher Nolan,Etats-Unis,Science Fiction,12/08/2020,Tous publics,Warner Bros.,14 805,14 727,0,1,13,"Marion Cotillard, Leonardo DiCaprio","Michael Caine, Joseph Gordon-Levitt, Tom Hardy, Cillian Murphy, Ellen Page"
le grand jour,29 028,56 383,,France,Documentaire,23/09/2015,Tous publics,Pathé,13 305,13 375,0,1,18,,
les 7 jours,28 368,73 879,,Israël,Drame,02/07/2008,Tous publics,Films du Losange,12 557,12 624,0,2,16,,
les leçons persanes,28 377,64 272,,Russie,Drame,19/01/2022,Tous publics,KMBO,12 944,13 013,0,1,18,,
les aventuriers de l'arche de noé,28 401,142 202,,Brésil,Animation,10/04/2024,Tous publics,Le Pacte,10 557,10 611,0,3,16,,
la vengeance de monte cristo,28 939,32 859,Kevin Reynolds,Etats-Unis,Aventure - Action,17/04/2002,Tous publics,GBVI,14 559,14 638,0,1,19,"Jim Caviezel, Guy Pearce",Henry Cavill
les amours d’anaïs,28 954,58 837,,France,Comédie,15/09/2021,Tous publics,Haut et Court,13 179,13 248,0,1,15,Denis Podalydès,
belgica,28 447,57 349,,Belgique,Comédie dramatique,02/03/2016,Moins de 12 ans,Pyramide,13 257,13 327,0,0,-,,
nocturama,28 472,64 513,,France,Comédie dramatique,31/08/2016,Tous publics,Wild Bunch,12 936,13 005,0,1,20,,
"chala, une enfance cubaine",28 532,100 652,,Cuba,Comédie dramatique,23/03/2016,Tous publics,Bodega Films,11 678,11 737,0,0,-,,
message from the king,29 046,60 757,,Grande-Bretagne,Thriller,10/05/2017,Moins de 12 ans,The Jokers / Les Bookmakers,13 087,13 156,0,1,15,Chadwick Boseman,
àma gloria,27 968,72 678,,France,Drame,30/08/2023,Tous publics,Pyramide,12 598,12 665,0,2,18,,
sacerdoce,27 975,68 964,,France,Documentaire,18/10/2023,Tous publics,Saje Distribution,12 741,12 809,0,1,16,,
interview avec dieu,28 000,28 117,,Etats-Unis,Drame,18/09/2019,Tous publics,Saje Distribution,14 897,14 980,0,1,16,,
el profesor,28 041,73 919,,Argentine,Comédie dramatique,03/07/2024,Tous publics,Condor Distribution,12 555,12 622,0,2,14,,
la disparue,28 406,52 763,,Etats-Unis,Drame,07/07/1993,Moins de 12 ans,20th Century Fox,13 468,13 538,0,0,-,Kiefer Sutherland,
exfiltrés,28 438,39 772,,France,Thriller,06/03/2019,Tous publics,20th Century Fox,14 148,14 223,0,0,-,,Charles Berling
magma,28 444,28 444,,France,Drame,19/03/2025,Tous publics,Pyramide,14 869,14 952,0,1,20,Marina Foïs,
l'instinct de l'ange,28 460,59 241,,Belgique,Drame,27/01/1993,Tous publics,-,13 163,13 232,0,0,-,"François Cluzet, Lambert Wilson",Sandrine Kiberlain
carnivores,28 539,38 262,,France,Thriller,28/03/2018,Tous publics,Mars Distribution,14 219,14 294,0,1,20,Leïla Bekhti,
le ciel rouge,27 500,59 660,,Allemagne,Drame,06/09/2023,Tous publics,Films du Losange,13 149,13 218,0,2,14,,
les mauvais joueurs,28 042,44 594,,France,Comédie dramatique,20/04/2005,Tous publics,Pyramide,13 892,13 967,0,0,-,Pascal Elbé,
"jesus, l’enquête",27 551,82 673,,Etats-Unis,Drame,28/02/2018,Tous publics,Saje Distribution,12 229,12 292,0,0,-,,
sous le vent des marquises,28 048,45 192,,France,Comédie dramatique,31/01/2024,Tous publics,Pan-Européenne,13 859,13 934,0,0,-,François Damiens,
clerks,28 051,115 022,Kevin Smith,Etats-Unis,Comédie,09/11/1994,Tous publics,Bac Films,11 217,11 275,0,1,9,,
martha marcy may marlene,27 571,53 521,,Etats-Unis,Drame,29/02/2012,Tous publics,20th Century Fox,13 431,13 501,0,0,-,,
surveillance,28 117,49 075,,Etats-Unis,Thriller,30/07/2008,Moins de 12 ans,Wild Bunch,13 681,13 754,0,2,13,Bill Pullman,
kung fu zohra,28 119,43 501,,France,Comédie,09/03/2022,Tous publics,Gaumont,13 945,14 020,0,1,18,Ramzy Bedia,
elle s'appelle ruby,27 469,56 835,,Etats-Unis,Romance,03/10/2012,Tous publics,20th Century Fox,13 282,13 352,0,1,18,Paul Dano,"Antonio Banderas, Annette Bening"
semi-pro,27 482,35 659,,Etats-Unis,Comédie,14/05/2008,Tous publics,Metropolitan,14 367,14 442,0,0,-,Will Ferrell,Woody Harrelson
la promesse (2017),27 507,48 826,,Etats-Unis,Drame,29/11/2017,Tous publics,Films sans frontières,13 694,13 767,0,1,20,Christian Bale,Jean Reno
moi quand je me réincarne en slime - le film : scarlet.,,33 972,,Japon,Animation,01/02/2023,Tous publics,-,14 477,14 553,0,0,-,,
prendre le large,27 562,75 264,,France,Drame,08/11/2017,Tous publics,Films du Losange,12 504,12 570,0,0,-,Sandrine Bonnaire,
uglydolls,26 929,57 179,,Etats-Unis,Animation,10/07/2019,Tous publics,Metropolitan,13 266,13 336,0,2,14,,
il était une fois en anatolie,27 028,137 720,,Turquie,Thriller,02/11/2011,Tous publics,Memento Films,10 675,10 731,0,1,18,,
destroyer,27 571,32 246,,Etats-Unis,Thriller,20/02/2019,Tous publics,Metropolitan,14 590,14 669,0,1,20,Nicole Kidman,
la chimère,26 496,66 061,,Italie,Comédie dramatique,06/12/2023,Tous publics,Ad vitam,12 867,12 936,0,1,18,,
la grande vie,26 848,29 087,,France,Comédie,28/11/2001,Tous publics,Sagittaire Films,14 819,14 902,0,0,-,,Kad Merad
le village des ombres,26 850,30 280,,France,Thriller,17/11/2010,Tous publics,Distrib Films,14 719,14 801,0,0,-,,Jonathan Cohen
plonger,26 896,34 794,,France,Drame,29/11/2017,Tous publics,Mars Distribution,14 416,14 492,0,0,-,Gilles Lellouche,
vers la lumière,26 544,56 942,,Japon,Drame,10/01/2018,Tous publics,Haut et Court,13 275,13 345,0,0,-,,
white bird,26 905,54 290,,Etats-Unis,Thriller,15/10/2014,Tous publics,Bac Films,13 405,13 475,0,1,20,Eva Green,Angela Basset
le caméléon,26 908,38 804,Jean-Paul Salomé,France,Thriller,23/06/2010,Tous publics,Gaumont,14 195,14 270,0,1,15,Famke Janssen,
la révélation,26 554,66 182,,Allemagne,Drame,17/03/2010,Tous publics,EuropaCorp,12 863,12 932,0,0,-,,
the climb,26 556,65 082,,Etats-Unis,Comédie dramatique,29/07/2020,Tous publics,Metropolitan,12 919,12 988,0,2,14,,
rencontre à wicker park,27 062,34 565,,Etats-Unis,Romance,26/01/2005,Tous publics,SND,14 431,14 507,0,1,20,"Rose Byrne, Josh Hartnett, Diane Kruger",
gagarine,26 007,63 276,,France,Drame,23/06/2021,Tous publics,Haut et Court,12 980,13 050,0,1,18,,
little girl blue,26 508,63 185,,France,Drame,15/11/2023,Tous publics,-,12 982,13 052,0,0,-,Marion Cotillard,
la proposition,26 525,56 410,,Etats-Unis,Drame,12/08/1998,Tous publics,Polygram,13 302,13 372,0,1,9,Kenneth Branagh,
si seulement je pouvais hiberner,26 073,76 612,,Mongolie,Drame,10/01/2024,Tous publics,Eurozoom,12 447,12 514,0,1,20,,
