"Titre","URL","Démarrage","Entrées totales","Réalisateur","Producteur","Pays","Genre","Date de sortie","Classification","Distributeur","Rang toutes exploitations","Rang général","Rang 2008","Nb 1ère places hebdo","Nb semaines Top20","Meilleure place hebdo","Acteurs","Acteur principal","Acteur secondaire"
"mrs. parker et le cercle vicieux","https://www.jpbox-office.com/fichfilm.php?id=4411&view=2","11 321","33 170","","","Etats-Unis","Comédie dramatique","07/09/1994","Tous publics","Bac Films","14 537","14 616","","0","0","-","[{""name"": ""Gwyneth Paltrow"", ""role_type"": ""Second rôle"", ""character"": ""Paula Hunt""}, {""name"": ""Matthew Broderick"", ""role_type"": """", ""character"": ""Charles MacArthur""}, {""name"": ""Heather Graham"", ""role_type"": """", ""character"": """"}]","","Gwyneth Paltrow"
"married life","https://www.jpbox-office.com/fichfilm.php?id=10118&view=2","11 362","16 094","","","Etats-Unis","Comédie","24/09/2008","Tous publics","Sony Pictures","HC","HC","HC","0","0","-","[{""name"": ""Pierce Brosnan"", ""role_type"": ""Rôle principal"", ""character"": ""Richard Langley""}]","Pierce Brosnan",""
"#2001 : l'odyssée de l'espace (50 ans)","https://www.jpbox-office.com/fichfilm.php?id=18296&view=2","","27 032","Stanley Kubrick","","Grande-Bretagne","Science Fiction","13/06/2018","Tous publics","Warner Bros.","HC","15 068","","0","0","-","[]","",""
"love is all you need","https://www.jpbox-office.com/fichfilm.php?id=13126&view=2","11 368","23 776","","","Danemark","Romance","19/12/2012","Tous publics","Films du Losange","HC","HC","","0","0","-","[{""name"": ""Pierce Brosnan"", ""role_type"": ""Rôle principal"", ""character"": ""Philip""}]","Pierce Brosnan",""
"dear wendy","https://www.jpbox-office.com/fichfilm.php?id=958&view=2","11 378","14 445","","","Danemark","Drame","22/06/2005","Distribué par Films du Losange","Films du Losange","HC","HC","","0","0","-","[{""name"": ""Bill Pullman"", ""role_type"": """", ""character"": ""Krugsby""}]","",""
"un jour ça ira","https://www.jpbox-office.com/fichfilm.php?id=19210&view=2","11 626","41 702","","","France","Documentaire","14/02/2018","Tous publics","Eurozoom","14 027","14 102","","0","0","-","","",""
"un amour infini","https://www.jpbox-office.com/fichfilm.php?id=2632&view=2","11 383","11 834","","","Etats-Unis","Romance","25/04/2001","Tous publics","Bac Films","HC","HC","","0","0","-","[{""name"": ""Gwyneth Paltrow"", ""role_type"": ""Rôle principal"", ""character"": ""Abby Janello""}, {""name"": ""Ben Affleck"", ""role_type"": """", ""character"": """"}]","Gwyneth Paltrow",""
"sound of metal","https://www.jpbox-office.com/fichfilm.php?id=21172&view=2","11 385","38 666","","","Etats-Unis","Drame","16/06/2021","Tous publics","-","14 201","14 276","","0","0","-","[{""name"": ""Mathieu Amalric"", ""role_type"": ""Second rôle"", ""character"": ""Richard Berger""}]","","Mathieu Amalric"
"before sunset","https://www.jpbox-office.com/fichfilm.php?id=1289&view=2","11 391","22 899","","","Etats-Unis","Romance","16/03/2005","Tous publics","CTV International","HC","HC","","0","0","-","[{""name"": ""Ethan Hawke"", ""role_type"": ""Rôle principal"", ""character"": ""Jesse""}]","Ethan Hawke",""
"kill your friends","https://www.jpbox-office.com/fichfilm.php?id=15585&view=2","11 400","16 658","","","Grande-Bretagne","Thriller","02/12/2015","Moins de 12 ans","Chrysalis Films","HC","HC","","0","0","-","[]","",""
"la caméra de claire","https://www.jpbox-office.com/fichfilm.php?id=17818&view=2","11 402","19 330","","","Corée du Sud","Drame","07/03/2018","Tous publics","Jour2Fête","HC","HC","","0","0","-","[{""name"": ""Isabelle Huppert"", ""role_type"": ""Rôle principal"", ""character"": ""Claire""}]","Isabelle Huppert",""
"chez nous c'est trois !","https://www.jpbox-office.com/fichfilm.php?id=13688&view=2","11 646","15 450","","","France","Comédie","17/07/2013","Tous publics","Rezo Films","HC","HC","","0","0","-","","",""
"rheingold","https://www.jpbox-office.com/fichfilm.php?id=22446&view=2","11 672","15 184","","","Allemagne","Drame","28/06/2023","Moins de 12 ans","Pathé","HC","HC","","0","0","-","","",""
"la vie sauvage des animaux domestiques","https://www.jpbox-office.com/fichfilm.php?id=11394&view=2","11 568","35 774","","","France","Documentaire","14/07/2010","Tous publics","Studiocanal","14 361","14 436","","0","0","-","[{""name"": ""André Dussollier"", ""role_type"": ""Voix"", ""character"": ""off - Le narrateur""}]","",""
"trop (peu) d'amour","https://www.jpbox-office.com/fichfilm.php?id=3237&view=2","11 600","24 388","Jacques Doillon","","France","Drame","25/03/1998","Tous publics","Bac Films","HC","HC","","0","0","-","[{""name"": ""Lambert Wilson"", ""role_type"": ""Rôle principal"", ""character"": """"}]","Lambert Wilson",""
"petites misères","https://www.jpbox-office.com/fichfilm.php?id=1977&view=2","11 605","24 027","","","France","Comédie","06/02/2002","Tous publics","Pyramide","HC","HC","","0","0","-","[{""name"": ""Albert Dupontel"", ""role_type"": ""Rôle principal"", ""character"": ""Jean V.""}]","Albert Dupontel",""
"hustle & flow","https://www.jpbox-office.com/fichfilm.php?id=961&view=2","11 702","13 054","","","Etats-Unis","Drame","07/12/2005","Distribué par UIP","UIP","HC","HC","","0","0","-","","",""
"leopardi il giovane favoloso","https://www.jpbox-office.com/fichfilm.php?id=15061&view=2","11 709","31 942","","","Italie","Drame","08/04/2015","Tous publics","Paname Distribution","14 605","14 684","","0","0","-","","",""
"comment j'ai détesté les maths","https://www.jpbox-office.com/fichfilm.php?id=13963&view=2","11 718","75 533","","","France","Documentaire","27/11/2013","Tous publics","Haut et Court","12 495","12 561","","0","0","-","","",""
"after love","https://www.jpbox-office.com/fichfilm.php?id=21538&view=2","11 721","25 011","","","Grande-Bretagne","Drame","29/09/2021","Tous publics","Rezo Films","15 145","15 231","","0","0","-","","",""
"sunset song","https://www.jpbox-office.com/fichfilm.php?id=15799&view=2","11 738","29 805","","","Grande-Bretagne","Drame","30/03/2016","Tous publics","Rezo Films","14 760","14 843","","0","0","-","","",""
"père et fille","https://www.jpbox-office.com/fichfilm.php?id=1294&view=2","11 644","20 678","Kevin Smith","","Etats-Unis","Comédie","11/08/2004","Distribué par TFM Distribution","TFM Distribution","HC","HC","","0","0","-","[{""name"": ""Jennifer Lopez"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Liv Tyler"", ""role_type"": ""Rôle principal"", ""character"": ""Maya""}, {""name"": ""Matt Damon"", ""role_type"": ""Apparition"", ""character"": ""fils de pub""}, {""name"": ""Ben Affleck"", ""role_type"": """", ""character"": ""Ollie Trinke""}]","Jennifer Lopez, Liv Tyler",""
"tan de repente","https://www.jpbox-office.com/fichfilm.php?id=16928&view=2","11 761","44 821","","","Argentine","Comédie dramatique","29/01/2003","Tous publics","Pyramide","13 879","13 954","","0","0","-","","",""
"avant l’effondrement","https://www.jpbox-office.com/fichfilm.php?id=23139&view=2","11 869","26 921","","","France","Comédie dramatique","19/04/2023","Tous publics","Pyramide","14 993","15 077","","0","0","-","","",""
"miel","https://www.jpbox-office.com/fichfilm.php?id=11730&view=2","11 870","48 073","","","Turquie","Drame","22/09/2010","Tous publics","Bodega Films","13 740","13 813","","0","0","-","","",""
"les chèvres de ma mère","https://www.jpbox-office.com/fichfilm.php?id=14387&view=2","11 870","37 183","","","France","Documentaire","16/04/2014","Tous publics","Jour2Fête","14 281","14 356","","0","0","-","","",""
"les fauves (2019)","https://www.jpbox-office.com/fichfilm.php?id=18834&view=2","11 662","15 354","","","France","Thriller","23/01/2019","Tous publics","Diaphana","HC","HC","","0","0","-","[{""name"": ""Laurent Lafitte"", ""role_type"": ""Rôle principal"", ""character"": ""Paul""}, {""name"": ""Camille Cottin"", ""role_type"": ""Second rôle"", ""character"": ""L'inspectrice Camus""}]","Laurent Lafitte","Camille Cottin"
"les trois soeurs du yunnan","https://www.jpbox-office.com/fichfilm.php?id=14342&view=2","11 876","34 619","","","France","Documentaire","16/04/2014","Tous publics","Acacias","14 426","14 502","","0","0","-","","",""
"la nana","https://www.jpbox-office.com/fichfilm.php?id=11134&view=2","11 881","57 052","","","Chili","Drame","14/10/2009","Tous publics","ASC Distribution","13 271","13 341","","0","0","-","","",""
"nordeste","https://www.jpbox-office.com/fichfilm.php?id=16946&view=2","11 676","46 018","","","France","Drame","13/05/2005","Tous publics","TFM Distribution","13 822","13 897","","0","0","-","[{""name"": ""Carole Bouquet"", ""role_type"": ""Rôle principal"", ""character"": ""Hélène""}]","Carole Bouquet",""
"comme un lion","https://www.jpbox-office.com/fichfilm.php?id=13405&view=2","11 888","46 629","","","France","Drame","09/01/2013","Tous publics","Pyramide","13 799","13 873","","0","0","-","","",""
"un jeune chaman","https://www.jpbox-office.com/fichfilm.php?id=23803&view=2","11 936","29 508","","","France","Drame","24/04/2024","Tous publics","Arizona Films","14 784","14 867","","0","0","-","","",""
"relève : histoire d'une création","https://www.jpbox-office.com/fichfilm.php?id=16298&view=2","11 948","49 245","","","France","Documentaire","07/09/2016","Tous publics","KMBO","13 668","13 741","","0","0","-","","",""
"blindspotting","https://www.jpbox-office.com/fichfilm.php?id=18309&view=2","11 971","18 117","","","Etats-Unis","Drame","03/10/2018","Tous publics","Metropolitan","HC","HC","","0","0","-","","",""
"edy","https://www.jpbox-office.com/fichfilm.php?id=964&view=2","11 757","12 042","","","France","Comédie","02/11/2005","Distribué par Mars Distribution","Mars Distribution","HC","HC","","0","0","-","[{""name"": ""François Berléand"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Philippe Noiret"", ""role_type"": ""Rôle principal"", ""character"": ""Louis""}, {""name"": ""Marion Cotillard"", ""role_type"": ""Rôle principal"", ""character"": """"}]","François Berléand, Philippe Noiret, Marion Cotillard",""
"the station agent","https://www.jpbox-office.com/fichfilm.php?id=1642&view=2","11 980","32 415","","","Etats-Unis","Comédie","24/12/2003","Distribué par Diaphana","Diaphana","14 580","14 659","","0","0","-","","",""
"le capitaine volkonogov s'est échappé","https://www.jpbox-office.com/fichfilm.php?id=22827&view=2","12 018","27 785","","","Russie","Drame","29/03/2023","Moins de 12 ans","Kinovista","14 923","15 006","","0","0","-","","",""
"mécaniques célestes","https://www.jpbox-office.com/fichfilm.php?id=14614&view=2","12 020","64 079","","","France","Comédie","17/05/1995","Distribué par AFMD","AFMD","12 950","13 019","","0","0","-","","",""
"falcon lake","https://www.jpbox-office.com/fichfilm.php?id=22632&view=2","12 118","30 434","","","Canada","Comédie dramatique","07/12/2022","Tous publics","-","14 701","14 783","","0","0","-","","",""
"le chignon d'olga","https://www.jpbox-office.com/fichfilm.php?id=15230&view=2","12 131","34 883","","","France","Comédie dramatique","28/08/2002","Tous publics","Diaphana","14 413","14 489","","0","0","-","","",""
"jauja","https://www.jpbox-office.com/fichfilm.php?id=15022&view=2","11 884","31 585","","","Argentine","Drame","22/04/2015","Tous publics","Le Pacte","14 629","14 708","","0","0","-","[{""name"": ""Viggo Mortensen"", ""role_type"": ""Rôle principal"", ""character"": ""Gunnar Dinesen""}]","Viggo Mortensen",""
"many saints of newark - une histoire des soprano","https://www.jpbox-office.com/fichfilm.php?id=21298&view=2","12 136","14 284","","","Etats-Unis","Thriller","03/11/2021","Tous publics","Warner Bros.","HC","HC","","0","0","-","","",""
"propriété interdite (2011)","https://www.jpbox-office.com/fichfilm.php?id=11810&view=2","11 897","17 595","","","France","Thriller","19/01/2011","Tous publics","Epicentre films","HC","HC","","0","0","-","[{""name"": ""Charles Berling"", ""role_type"": ""Rôle principal"", ""character"": """"}, {""name"": ""Valérie Bonneton"", ""role_type"": ""Rôle principal"", ""character"": ""Claire""}]","Charles Berling, Valérie Bonneton",""
"free angela and all political prisoners","https://www.jpbox-office.com/fichfilm.php?id=13534&view=2","12 145","39 332","","","Etats-Unis","Documentaire","03/04/2013","Tous publics","Jour2Fête","14 170","14 245","","0","0","-","","",""
"cunningham","https://www.jpbox-office.com/fichfilm.php?id=20140&view=2","12 155","26 754","","","Etats-Unis","Documentaire","01/01/2020","Tous publics","Sophie Dulac","15 004","15 088","","0","0","-","","",""
"les secrets de mon père","https://www.jpbox-office.com/fichfilm.php?id=22324&view=2","11 978","31 707","","","France","Animation","21/09/2022","Tous publics","Le Pacte","14 623","14 702","","0","0","-","[{""name"": ""Jacques Gamblin"", ""role_type"": ""Voix"", ""character"": ""off - Henri Kichka""}]","",""
"jesus camp","https://www.jpbox-office.com/fichfilm.php?id=10491&view=2","12 191","54 320","","","Etats-Unis","Documentaire","18/04/2007","Tous publics","Haut et Court","13 402","13 472","","0","0","-","","",""
"rudo et cursi","https://www.jpbox-office.com/fichfilm.php?id=10808&view=2","11 982","18 989","","","Mexique","Comédie dramatique","01/09/2010","Tous publics","SND","HC","HC","","0","0","-","[{""name"": ""Gael Garcia Bernal"", ""role_type"": ""Rôle principal"", ""character"": ""Tato""}]","Gael Garcia Bernal",""
"conversation animée avec noam chomsky","https://www.jpbox-office.com/fichfilm.php?id=14214&view=2","11 986","26 044","Michel Gondry","","France","Animation","30/04/2014","Tous publics","Shellac","15 064","15 149","","0","0","-","[]","",""
"hammam","https://www.jpbox-office.com/fichfilm.php?id=3192&view=2","12 197","107 290","","","Italie","Comédie dramatique","22/04/1998","Distribué par Swift","Swift","11 435","11 493","","0","0","-","","",""
"certifiée halal","https://www.jpbox-office.com/fichfilm.php?id=15333&view=2","12 200","25 159","","","France","Comédie","13/05/2015","Tous publics","-","15 126","15 212","","0","0","-","","",""
"sans adieu","https://www.jpbox-office.com/fichfilm.php?id=17566&view=2","12 206","42 919","","","France","Documentaire","25/10/2017","Tous publics","-","13 972","14 047","","0","0","-","","",""
"le monde de barney","https://www.jpbox-office.com/fichfilm.php?id=11802&view=2","12 134","17 099","","","Canada","Comédie dramatique","07/09/2011","Tous publics","Océan Films","HC","HC","","0","0","-","[{""name"": ""Paul Giamatti"", ""role_type"": ""Rôle principal"", ""character"": ""Barney Panofsky""}, {""name"": ""Rosamund Pike"", ""role_type"": ""Rôle principal"", ""character"": ""Miriam Grant-Panofsky""}, {""name"": ""Minnie Driver"", ""role_type"": ""Second rôle"", ""character"": ""la deuxième femme de Barney""}, {""name"": ""Dustin Hoffman"", ""role_type"": ""Second rôle"", ""character"": ""Père De Barney""}]","Paul Giamatti, Rosamund Pike","Minnie Driver, Dustin Hoffman"
"no dormirás","https://www.jpbox-office.com/fichfilm.php?id=19206&view=2","12 257","29 563","","","Espagne","Thriller","16/05/2018","Moins de 12 ans","Eurozoom","14 779","14 862","","0","0","-","","",""
"#kill bill: volume 1 (rep. 2004)","https://www.jpbox-office.com/fichfilm.php?id=12495&view=2","","170 017","Quentin Tarantino","","Etats-Unis","Aventure - Action","28/04/2004","Moins de 16 ans","TFM Distribution","HC","10 056","","0","2","11","[{""name"": ""Uma Thurman"", ""role_type"": ""Rôle principal"", ""character"": ""La Mariée alias \""Black Mamba\""""}]","Uma Thurman",""
"une vie simple","https://www.jpbox-office.com/fichfilm.php?id=13626&view=2","12 263","38 260","","","Chine","Comédie dramatique","08/05/2013","Tous publics","Acacias","14 220","14 295","","0","0","-","","",""
"carmen et lola","https://www.jpbox-office.com/fichfilm.php?id=19205&view=2","12 271","28 612","","","Espagne","Drame","14/11/2018","Tous publics","Eurozoom","14 856","14 939","","0","0","-","","",""
"mafia parano","https://www.jpbox-office.com/fichfilm.php?id=2628&view=2","12 147","13 789","","","Etats-Unis","Comédie","05/12/2001","Distribué par -","-","HC","HC","","0","0","-","[{""name"": ""Sandra Bullock"", ""role_type"": ""Rôle principal"", ""character"": ""Judy Tipp""}, {""name"": ""Liam Neeson"", ""role_type"": ""Rôle principal"", ""character"": ""Charles 'Charlie' Mayeaux""}]","Sandra Bullock, Liam Neeson",""
"nous trois","https://www.jpbox-office.com/fichfilm.php?id=11200&view=2","12 170","12 682","","","France","Comédie dramatique","17/03/2010","Tous publics","SND","HC","HC","","0","0","-","[{""name"": ""Emmanuelle Béart"", ""role_type"": ""Rôle principal"", ""character"": ""La mère""}, {""name"": ""Jacques Gamblin"", ""role_type"": ""Rôle principal"", ""character"": ""Le père""}]","Emmanuelle Béart, Jacques Gamblin",""
"je suis mort mais j'ai des amis","https://www.jpbox-office.com/fichfilm.php?id=15403&view=2","12 458","31 816","","","Belgique","Comédie","22/07/2015","Tous publics","Happiness Distribution","14 616","14 695","","0","0","-","","",""
"par instinct","https://www.jpbox-office.com/fichfilm.php?id=17440&view=2","12 192","16 588","","","France","Drame","15/11/2017","Distribué par Condor Distribution","Condor Distribution","HC","HC","","0","0","-","[{""name"": ""Alexandra Lamy"", ""role_type"": ""Rôle principal"", ""character"": ""Lucie""}]","Alexandra Lamy",""
